grid_id;organization_name;established_year;closed_year;wikipedia_url;website_url
grid.466755.3;Instituto Federal do Rio Grande do Norte;2008;NULL;NULL;http://portal.ifrn.edu.br/
grid.466756.0;Institut Català d'Arqueologia Clàssica;2000;NULL;NULL;http://www.icac.cat/#
grid.466757.1;Grupo Ibmec Educacional;1970;NULL;NULL;http://www.grupoibmec.com.br/
grid.466761.4;Plato College of Higher Education;2009;NULL;https://en.wikipedia.org/wiki/Plato_College_of_Higher_Education;http://en.plato.edu.tr/
grid.466765.0;International Centre for Education in Islamic Finance;2005;NULL;https://en.wikipedia.org/wiki/International_Centre_for_Education_in_Islamic_Finance;http://www.inceif.org/
grid.466774.0;National Institute of Physical Education of Catalonia;1967;NULL;https://en.wikipedia.org/wiki/Institut_Nacional_d%27Educaci%C3%B3_F%C3%ADsica_de_Catalunya;http://www.inefc.cat/inefc/AppPHP/index.php?id_pagina=1
grid.466775.1;Indian Institute of Management Indore;1996;NULL;https://en.wikipedia.org/wiki/Indian_Institute_of_Management_Indore;http://www.iimidr.ac.in/
grid.466778.c;Indian Institute of Management Tiruchirappalli;2011;NULL;https://en.wikipedia.org/wiki/Indian_Institute_of_Management_Tiruchirappalli;http://www.iimtrichy.ac.in/
grid.466787.c;Instituto de Ensinos Superiores da Amazônia;2004;NULL;NULL;http://www.iesam.com.br/
grid.466795.f;Institut Préparatoire aux Études d'Ingénieurs de Monastir;1992;NULL;NULL;http://www.ipeim.rnu.tn/fra/
grid.466798.2;Institute of Technology of Cambodia;1964;NULL;https://en.wikipedia.org/wiki/Institute_of_Technology_of_Cambodia;http://www.itc.edu.kh/en/
grid.466800.c;Instituto Superior de Contabilidade e Administracao do Porto;1886;NULL;https://en.wikipedia.org/wiki/Instituto_Superior_de_Contabilidade_e_Administracao_do_Porto;http://www.iscap.ipp.pt/
grid.466803.f;Instituto Superior de Estudios Psicológicos;1984;NULL;NULL;http://www.isep.es/
grid.466808.4;Jawaharlal Nehru Medical College Hospital;1962;NULL;https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Medical_College,_Aligarh;http://amu.ac.in/principal.jsp?did=10146
grid.466811.c;Colégio Sinodal;NULL;NULL;NULL;http://www.sinodal.com.br/
grid.466813.e;Balseiro Institute;1955;NULL;https://en.wikipedia.org/wiki/Balseiro_Institute;http://www.ib.edu.ar/index.php/english-version.html
grid.466815.8;Instituto Superior de Teologia Aplicada;1999;NULL;NULL;https://uninta.edu.br/
grid.466817.a;Institut Supérieur des Etudes Technologiques de Gafsa;1992;NULL;NULL;http://www.isetgf.rnu.tn/
grid.466819.4;Caro and Cuervo Institute;1942;NULL;https://en.wikipedia.org/wiki/Caro_and_Cuervo_Institute;http://www.caroycuervo.gov.co/
grid.466820.e;Instituto Técnico Artístico e Profissional de Coimbra;1990;NULL;NULL;http://www.itap-net.org/
grid.466821.f;Islamic Azad University Kerman;1982;NULL;NULL;http://iauk.ac.ir/en/
grid.466826.8;Islamic Azad University of Urmia;1943;NULL;NULL;http://www.iaurmia.ac.ir/
grid.466827.9;Technological Institute of Celaya;1958;NULL;NULL;http://itcelaya.edu.mx/
grid.466829.7;Islamic Azad University, Yazd;NULL;NULL;NULL;http://www.iauyazd.ac.ir/
grid.466833.c;Instituto Tecnológico de Culiacán;1963;NULL;NULL;http://itculiacan.edu.mx/
grid.466834.b;Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso;2008;NULL;NULL;http://ifmt.edu.br/
grid.466836.9;Instituto Tecnólogico de La Laguna;1965;NULL;NULL;http://www.itlalaguna.edu.mx/
grid.466838.7;Kazan State Medical Academy;1885;NULL;NULL;https://kgma.info/
grid.466839.6;Instituto Tecnológico de León;1972;NULL;NULL;http://www.itleon.edu.mx/
grid.466840.8;Instituto Tecnologico de Orizaba;1957;NULL;NULL;http://ssfe.itorizaba.edu.mx/ntec13/
grid.466842.a;Kamineni Institute of Dental Sciences;NULL;NULL;https://en.wikipedia.org/wiki/Kamineni_Institute_of_Dental_Sciences;http://www.kidsdentalcollege.org/
grid.466844.c;Sonora Institute of Technology;1955;NULL;https://en.wikipedia.org/wiki/Sonora_Institute_of_Technology;http://www.itson.mx/eng/Paginas/home.aspx
grid.466845.d;Instituto Federal Goiano;1909;NULL;NULL;https://www.ifgoiano.edu.br/home/
grid.466846.e;Instituto Tecnológico de Tepic;1975;NULL;NULL;http://www.ittepic.edu.mx/
grid.466847.f;Instituto Tecnológico de Tijuana;1971;NULL;NULL;http://tectijuana.edu.mx/
grid.466849.1;Instituto Tecnológico de Toluca;1974;NULL;NULL;http://www.ittoluca.edu.mx/
grid.466851.8;Kharkiv State Academy of Physical Culture;1930;NULL;https://en.wikipedia.org/wiki/Kharkiv_State_Academy_of_Physical_Culture;https://khdafk.kh.ua/
grid.466853.a;Tuxtla Gutierrez Institute of Technology;1972;NULL;https://en.wikipedia.org/wiki/Tuxtla_Gutierrez_Institute_of_Technology;http://www.ittuxtlagutierrez.edu.mx/
grid.466855.c;Instituto Tecnologico de Veracruz;1957;NULL;NULL;http://www.itver.edu.mx/index.php/es/
grid.466861.b;Western Institute of Technology and Higher Education;1957;NULL;https://en.wikipedia.org/wiki/Western_Institute_of_Technology_and_Higher_Education;http://www.iteso.mx/
grid.466865.f;Royal Conservatory of Brussels;1813;NULL;https://en.wikipedia.org/wiki/Royal_Conservatory_of_Brussels;http://www.kcb.be/
grid.466873.8;International House;1963;NULL;NULL;http://ihportugal.com/
grid.466874.f;London Postgraduate Medical and Dental Education;NULL;NULL;NULL;http://www.lpmde.ac.uk/
grid.466876.d;International Humanitarian University;2002;NULL;NULL;http://eng.mgu.edu.ua/
grid.466878.3;Lviv State University of Life Safety;1949;NULL;NULL;http://en.ldubgd.edu.ua/
grid.466885.1;Madawalabu University;2006;NULL;https://en.wikipedia.org/wiki/Madawalabu_University;http://www.mwu.edu.et/
grid.466893.6;Lagos State Polytechnic;1977;NULL;https://en.wikipedia.org/wiki/Lagos_State_Polytechnic;https://mylaspotech.edu.ng/
grid.466901.c;Management Development Institute;1973;NULL;https://en.wikipedia.org/wiki/Management_Development_Institute;http://www.mdi.ac.in/
grid.466906.b;Official School of Languages;2006;NULL;https://en.wikipedia.org/wiki/Escuela_Oficial_de_Idiomas;http://www.eoidegranada.org/
grid.466908.5;Medway School of Pharmacy;2004;NULL;https://en.wikipedia.org/wiki/Medway_School_of_Pharmacy;http://www.msp.ac.uk/
grid.466929.6;National Postgraduate Medical College of Nigeria;1979;NULL;https://en.wikipedia.org/wiki/National_Postgraduate_Medical_College_of_Nigeria;http://npmcn.edu.ng/
grid.466932.c;Life Science Zurich;2001;NULL;NULL;http://www.lifesciencezurich.ch/index.php?id=11&L=1
grid.466938.6;Moscow Institute of Energy and Energy Saving;1998;NULL;NULL;http://mieen.ru/
grid.466940.9;Metropolitan College;1982;NULL;NULL;http://www.metropolitan.edu.gr/en/
grid.466947.e;National Institute of Technical Teachers Training and Research;1967;NULL;NULL;http://www.nitttrchd.ac.in/sitenew1/index11.php
grid.466962.9;Ungku Omar Polytechnic;1969;NULL;https://en.wikipedia.org/wiki/Ungku_Omar_Polytechnic;http://www.puo.edu.my/portalv4/index.php/en/
grid.466970.a;Korea Naval Academy;1946;NULL;https://en.wikipedia.org/wiki/Korea_Naval_Academy;http://www.navy.ac.kr/english/intro/intro_aim.jsp
grid.466974.e;Palompon Institute of Technology;1964;NULL;https://en.wikipedia.org/wiki/Palompon_Institute_of_Technology;http://pit.edu.ph/
grid.466977.d;Real Conservatorio Superior de Música de Madrid;1830;NULL;NULL;http://www.rcsmm.eu/
grid.466979.3;Państwowa Wyższa Szkoła Zawodowa w Nysie;2001;NULL;NULL;http://www.pwsz.nysa.pl/
grid.466983.6;State Higher School of Vocational Education in Zamość;2005;NULL;NULL;http://pwszzamosc.pl/english.htm
grid.466985.0;Paichai Chinese Primary School;1923;NULL;NULL;http://www.puaychai2.com/CH/index.php/home
grid.466989.c;Robert Kennedy College;1998;NULL;NULL;https://college.ch/
grid.466992.6;University of Economics and Management;1996;NULL;NULL;https://en.vsem.cz/
grid.466994.0;International School of Trieste;1964;NULL;NULL;http://www.istrieste.org/
grid.466997.3;State University of Applied Sciences in Elbląg;1954;NULL;NULL;http://www.pwsz.elblag.pl/university.html
grid.466999.d;State Higher Vocational School in Głogów;2004;NULL;NULL;http://en.pwsz.glogow.pl/
grid.467001.4;Hipolit Cegielski State University of Applied Sciences in Gniezno;2004;NULL;NULL;http://www.pwsz-gniezno.edu.pl/
grid.467003.6;State Higher Vocational School in Koszalin;2009;NULL;NULL;http://www.pwsz-koszalin.pl/general.html
grid.467006.3;State Higher Vocational School in Krosno;1999;NULL;NULL;http://www.pwsz.krosno.pl/
grid.467009.c;Witelon State University of Applied Sciences in Legnica;1998;NULL;NULL;http://www.pwsz.legnica.edu.pl/artykul-238-english-0
grid.467010.4;Secretaría de Educación del Distrito Capital;2007;NULL;NULL;http://www.educacionbogota.edu.co/en/
grid.467011.5;State School of Higher Education in Oświęcim;2005;NULL;NULL;http://www.uczelnia.pwsz-oswiecim.edu.pl/
grid.467014.0;Stanisław Staszic University of Applied Sciences in Piła;2000;NULL;NULL;http://www.pwsz.pila.pl/en
grid.467015.1;State School of Higher Professional Education in Płock;1999;NULL;NULL;http://www.pwszplock.pl/en/home-page/
grid.467019.d;Shamnur Shivashankarappa Institute of Medical Sciences & Research Centre;1958;NULL;https://en.wikipedia.org/wiki/S._S._Institute_of_Medical_Sciences;http://www.ssimsrc.com/
grid.467021.6;East European State Higher School in Przemyśl;2001;NULL;NULL;http://www.pwsw.pl/history-of-the-east-european-state-higher-school-in-przemysl
grid.467023.4;Państwowa Wyższa Szkoła Zawodowa w Raciborzu;2001;NULL;NULL;http://www.pwsz.raciborz.edu.pl/
grid.467025.2;Jan Grodek State Vocational Academy in Sanok;2001;NULL;NULL;http://www.pwsz-sanok.edu.pl/wspolpraca-z-zagranica/english-info/
grid.467026.1;National Training Service;1957;NULL;https://en.wikipedia.org/wiki/National_Service_of_Learning_(Colombia);http://www.sena.edu.co/Paginas/Inicio.aspx
grid.467027.0;State Higher Vocational School in Skierniewice;2005;NULL;https://en.wikipedia.org/wiki/State_Higher_Vocational_School_in_Skierniewice;http://www.pwsz.skierniewice.pl/en-gb/pwsz.aspx
grid.467028.f;Państwowa Wyższa Szkoła Zawodowa w Sulechowie;1998;NULL;NULL;http://www.pwsz.sulechow.pl/rekrutacja
grid.467030.6;Edward F. Szczepanik State School of Higher Professional Education in Suwalki;2005;NULL;NULL;http://pwsz.suwalki.pl/web/english
grid.467032.4;State Higher Vocational School Memorial of Prof. Stanislaw Tarnowski in Tarnobrzeg;2001;NULL;NULL;http://www.pwsz.tarnobrzeg.pl/category/english-version/
grid.467034.2;Angelus Silesius University of Applied Sciences in Wałbrzych;1999;NULL;NULL;http://www.pwsz.com.pl/ects-information-package/
grid.467036.0;State Higher Vocational School in Wałcz;2004;NULL;NULL;http://www.pwsz.eu/pwsz/index.php/eng
grid.467038.e;Państwowa Wyższa Szkoła Zawodowa we Włocławku;2002;NULL;NULL;https://www.pwsz.wloclawek.pl/
grid.467042.3;Państwowa Wyższa Szkoła Zawodowa w Kaliszu;1999;NULL;NULL;http://www.pwsz.kalisz.pl/
grid.467046.7;Podhale State Higher Vocational School in Nowy Targ;2001;NULL;NULL;http://www.ppwsz.edu.pl/
grid.467064.7;Ternopil Institute for Social and Information Technologies;2001;NULL;NULL;http://www.tisit.edu.ua/
grid.467065.6;Takestan Islamic Azad University;NULL;NULL;NULL;http://tiau.ac.ir/
grid.467068.b;Texas A&M University School of Law;1989;NULL;https://en.wikipedia.org/wiki/Texas_A%26M_University_School_of_Law;https://law.tamu.edu/
grid.467070.2;Silsbee Independent School District;2009;NULL;NULL;http://www.silsbeeisd.org/
grid.467071.3;College of Dental Surgeons of Hong Kong;1993;NULL;NULL;http://www.cdshk.org/bkg/index.htm
grid.467075.7;Ural State Medical University;1930;NULL;NULL;http://www.usma.ru/
grid.467078.a;EPF - Graduate School of Engineering;1925;NULL;NULL;http://www.epf.fr/en
grid.467083.e;STIKes Prima Nusantara;2002;NULL;NULL;http://stikesprimanusantara.ac.id/
grid.467085.8;Stockholm University of the Arts;2014;NULL;https://en.wikipedia.org/wiki/Stockholm_University_of_the_Arts;http://www.uniarts.se/english/
grid.467086.b;Ukrainian Military Medical Academy;1995;NULL;NULL;http://med-akademiya.com.ua/
grid.467090.c;União Dinâmica de Faculdades Cataratas;1979;NULL;NULL;http://www.udc.edu.br/v5/#/udc/
grid.467091.d;Universidad Católica Cecilio Acosta;1983;NULL;NULL;http://www.unica.edu.ve/
grid.467094.8;Union Christian College;1910;NULL;NULL;http://www.ucc.edu.ph/#
grid.467095.9;Federal University of the State of Rio de Janeiro;1979;NULL;https://en.wikipedia.org/wiki/Federal_University_of_the_State_of_Rio_de_Janeiro;http://www.unirio.br/
grid.467099.5;Universidad Dr. José Gregorio Hernández;2003;NULL;NULL;http://www.ujgh.edu.ve/
grid.467118.d;University of Haripur;2012;NULL;https://en.wikipedia.org/wiki/University_of_Haripur;http://www.uoh.edu.pk/
grid.467119.c;V.I. Vernadsky Crimean Federal University;2014;NULL;NULL;https://eng.cfuv.ru/
grid.467120.6;Centro Universitario de la Defensa;2008;NULL;NULL;http://www.cud.upct.es/
grid.467124.2;University College of Allameh Helli;2011;NULL;NULL;http://78.38.80.245/helli/
grid.467126.0;West African College of Physicians;1976;NULL;NULL;http://www.wac-physicians.org/
grid.467130.7;Wollo University;2007;NULL;NULL;http://wollouniversity.education/
grid.467168.a;Asian Center for Theological Studies and Mission;1968;NULL;https://en.wikipedia.org/wiki/Asian_Center_for_Theological_Studies_and_Mission;https://english.acts.ac.kr/
grid.467174.7;Academy of Medical Royal Colleges;1974;NULL;https://en.wikipedia.org/wiki/Academy_of_Medical_Royal_Colleges;http://www.aomrc.org.uk/
grid.467182.e;American Academy of Fixed Prosthodontics;1951;NULL;NULL;http://www.fixedprosthodontics.org/
grid.467190.d;American College of Healthcare Architects;NULL;NULL;NULL;http://www.healtharchitects.org/Pages/default.aspx
grid.467216.0;Rama Dental College Hospital & Research Centre;1996;NULL;NULL;http://ramadentalcollege.org/
grid.467221.4;Australian College of Rural and Remote Medicine;1997;NULL;https://en.wikipedia.org/wiki/Australian_College_of_Rural_and_Remote_Medicine;http://www.acrrm.org.au/
grid.467228.d;Indian Institute of Technology BHU;1919;NULL;https://en.wikipedia.org/wiki/Indian_Institute_of_Technology,_BHU;http://www.iitbhu.ac.in/
grid.467241.2;Sorsogon State College;1993;NULL;https://en.wikipedia.org/wiki/Sorsogon_State_College;http://ssceducation.weebly.com/
grid.467250.2;Britannia University;2012;NULL;NULL;http://britannia.ac/
grid.467254.6;Islamic Azad University of Ayatollah Amoli;1999;NULL;NULL;http://iauamol.ac.ir/en
grid.467255.7;Azad University in Oxford;2004;NULL;https://en.wikipedia.org/wiki/Azad_University_IR_in_Oxford;http://www.auox.org.uk/
grid.467257.5;British Institute at Ankara;1947;NULL;NULL;http://biaa.ac.uk/
grid.467265.4;British School at Athens;1886;NULL;https://en.wikipedia.org/wiki/British_School_at_Athens;http://www.bsa.ac.uk/
grid.467298.6;Faculdade de Tecnologia e Ciências;2000;NULL;NULL;http://portal.ftc.br/
grid.467306.0;Institute of Advanced Study in Science and Technology;1979;NULL;NULL;http://iasst.gov.in/
grid.467345.7;Daejeon Theological University;1954;NULL;NULL;http://www.daejeon.ac.kr/
grid.467376.7;Hanyoung Theological University;1923;NULL;NULL;http://www.hytu.ac.kr/eng/
grid.467398.7;Helpmann Academy;1994;NULL;https://en.wikipedia.org/wiki/Helpmann_Academy;http://www.helpmannacademy.com.au/
grid.467422.1;Institut Français de Finlande;1968;NULL;NULL;http://www.france.fi/
grid.467423.0;IC Design Education Center;1955;NULL;NULL;https://www.idec.or.kr/
grid.467442.7;Latin American School of Medicine;1998;NULL;https://en.wikipedia.org/wiki/ELAM_(Latin_American_School_of_Medicine)_Cuba;http://instituciones.sld.cu/elam/
grid.467451.5;School of Advanced Study;1994;NULL;https://en.wikipedia.org/wiki/School_of_Advanced_Study;http://www.sas.ac.uk/
grid.467465.2;Keck Institute for Space Studies;2008;NULL;https://en.wikipedia.org/wiki/Keck_Institute_for_Space_Studies;http://kiss.caltech.edu/
grid.467509.9;Sekolah Tinggi Teknik Surabaya;1979;NULL;NULL;http://www.stts.edu/
grid.467510.1;New South Wales Institute of Psychiatry;NULL;NULL;NULL;http://www.nswiop.nsw.edu.au/
grid.467511.0;Kyungwoon University;1997;NULL;NULL;http://www.ikw.ac.kr/eng/main/main.html
grid.467523.1;Islamic Azad University of Shahrekord;1362;NULL;NULL;http://www.iaushk.ac.ir/
grid.467532.1;Qaemshahr Islamic Azad University;1991;NULL;NULL;http://www.qaemiau.ac.ir/
grid.467547.3;Phi Beta Kappa Society;1776;NULL;https://en.wikipedia.org/wiki/Phi_Beta_Kappa_Society;https://www.pbk.org/web
grid.467615.7;Daeshin University;1954;NULL;NULL;http://www.daeshin.ac.kr/intro/index.html
grid.467655.3;South Carolina Universities Research and Education Foundation;1988;NULL;NULL;http://scuref.org/
grid.467694.e;Jeju International University;2011;NULL;NULL;https://www.jeju.ac.kr/Main/index.php
grid.467723.3;Korean Educational Development Institute;1972;NULL;https://en.wikipedia.org/wiki/Korean_Educational_Development_Institute;http://eng.kedi.re.kr/khome/eng/webhome/Home.do
grid.467756.1;Islamic Azad University Central Tehran Branch;1982;NULL;https://en.wikipedia.org/wiki/Islamic_Azad_University,_Central_Tehran_Branch;http://iauctb.ac.ir/en
grid.467855.d;Peninsula College of Medicine and Dentistry;2000;NULL;https://en.wikipedia.org/wiki/Peninsula_College_of_Medicine_and_Dentistry;http://www.pcmd.ac.uk/
grid.467959.0;Royal Danish Defence College;2001;NULL;NULL;http://www.fak.dk/en/Pages/RDDC.aspx
grid.467986.2;Heartland Center for Occupational Safety and Health;1999;NULL;NULL;http://www.public-health.uiowa.edu/heartland/
grid.467991.4;Royal Physiographic Society of Lund;1772;NULL;https://en.wikipedia.org/wiki/Royal_Physiographic_Society_in_Lund;http://www.fysiografen.se/en/
grid.468035.c;Shanghai Academy of Educational Sciences;2006;NULL;NULL;http://www.cnsaes.org/homepage/
grid.468036.f;Canadian Institute for International Peace and Security;1996;NULL;NULL;http://cepsi-cipss.ca/en/
grid.468041.f;Shenkar College of Engineering and Design;1970;NULL;https://en.wikipedia.org/wiki/Shenkar_College_of_Engineering_and_Design;http://www.shenkar.ac.il/en
grid.468085.7;Consejo Superior Universitario Centroamericano;1948;NULL;NULL;http://www.csuca.org/
grid.468104.f;Vietnam Institute for Advanced Study in Mathematics;2007;NULL;NULL;http://viasm.edu.vn/en/
grid.468109.2;Collegio Ghislieri;1567;NULL;NULL;http://www.ghislieri.it/new/
grid.468118.2;Centre de Coopération Universitaire Franco-Bavarois;1998;NULL;NULL;http://www.bayern-france.org/
grid.468130.8;Arak University of Medical Sciences;1987;NULL;https://en.wikipedia.org/wiki/Arak_University_of_Medical_Sciences;http://portal.arakmu.ac.ir/portal/home/?109060/-English-Subportal
grid.468137.f;Islamic Azad University Fasa Branch;NULL;NULL;NULL;http://iaufasa.ac.ir/homepage.aspx?site=DouranPortal&tabid=1&lang=fa-IR
grid.468222.8;The University of Texas Health Science Center;2007;NULL;NULL;https://sph.uth.edu/campuses/austin/
grid.468360.f;American Theatre Wing;1917;NULL;https://en.wikipedia.org/wiki/American_Theatre_Wing;http://americantheatrewing.org/
grid.468457.c;American Partnership for Eosinophilic Disorders;2000;NULL;NULL;http://apfed.org/
grid.468470.9;American Institute of Bangladesh Studies;1989;NULL;NULL;http://www.aibs.net/
grid.468616.b;China Social Welfare Foundation;2005;NULL;NULL;http://www.cswef.org/index.html
grid.468642.a;Institute and Faculty of Actuaries;2011;NULL;https://en.wikipedia.org/wiki/Institute_and_Faculty_of_Actuaries;https://www.actuaries.org.uk/
grid.468655.c;Bolton Sixth Form College;1982;NULL;https://en.wikipedia.org/wiki/Bolton_Sixth_Form_College;http://www.bolton-sfc.ac.uk/
grid.468656.f;Boonton Public Schools;NULL;NULL;https://en.wikipedia.org/wiki/Boonton_Public_Schools;http://www.boontonschools.org/pages/Boonton_School_District
grid.468657.e;Borders College;1984;NULL;https://en.wikipedia.org/wiki/Borders_College;http://www.borderscollege.ac.uk/
grid.468658.1;Abingdon and Witney College;2001;NULL;https://en.wikipedia.org/wiki/Abingdon_and_Witney_College;http://www.abingdon-witney.ac.uk/
grid.468659.0;Bossier Parish Community College;1967;NULL;https://en.wikipedia.org/wiki/Bossier_Parish_Community_College;http://www.bpcc.edu/
grid.468660.a;Chandler–Gilbert Community College;1985;NULL;https://en.wikipedia.org/wiki/Chandler%E2%80%93Gilbert_Community_College;http://www.cgc.maricopa.edu/
grid.468661.b;Assumption College San Lorenzo;1958;NULL;https://en.wikipedia.org/wiki/Assumption_College_San_Lorenzo;http://www.assumption.edu.ph/
grid.468662.8;Chatfield College;1971;NULL;https://en.wikipedia.org/wiki/Chatfield_College;http://www.chatfield.edu/
grid.468663.9;Botswana Accountancy College;1996;NULL;https://en.wikipedia.org/wiki/Botswana_Accountancy_College;http://www.bac.ac.bw/
grid.468664.e;Accrington and Rossendale College;1953;NULL;https://en.wikipedia.org/wiki/Accrington_and_Rossendale_College;http://www.accross.ac.uk/
grid.468665.f;Bournville College;1913;NULL;https://en.wikipedia.org/wiki/Bournville_College;http://www.bournville.ac.uk/
grid.468666.c;Acsenda School of Management;2004;NULL;https://en.wikipedia.org/wiki/Acsenda_School_of_Management_-_Vancouver;https://www.acsenda.com/
grid.468667.d;Bracknell and Wokingham College;1963;NULL;https://en.wikipedia.org/wiki/Bracknell_and_Wokingham_College;http://www.bracknell.ac.uk/
grid.468668.2;Bradford School - Pittsburgh;1968;NULL;https://en.wikipedia.org/wiki/Bradford_School_(Pittsburgh);http://www.bradfordpittsburgh.edu/
grid.468669.3;Columbia College;1936;NULL;https://en.wikipedia.org/wiki/Columbia_College_(British_Columbia);http://www.columbiacollege.ca/
grid.468670.b;Chesterfield College;1984;NULL;https://en.wikipedia.org/wiki/Chesterfield_College;https://www.chesterfield.ac.uk/
grid.468671.a;Bradford School - Columbus;1911;NULL;https://en.wikipedia.org/wiki/Bradford_School_(Columbus);http://www.bradfordschoolcolumbus.edu/
grid.468672.9;Chetham's School of Music;1969;NULL;https://en.wikipedia.org/wiki/Chetham%27s_School_of_Music;http://www.chethams.com/
grid.468673.8;Australian College of Physical Education;1917;NULL;https://en.wikipedia.org/wiki/Australian_College_of_Physical_Education;https://www.acpe.edu.au/
grid.468674.f;Cheung Kong Graduate School of Business;2002;NULL;https://en.wikipedia.org/wiki/Cheung_Kong_Graduate_School_of_Business;http://english.ckgsb.edu.cn/
grid.468675.e;Bramson ORT College;1979;NULL;https://en.wikipedia.org/wiki/Bramson_ORT_College;http://www.bramsonort.edu/
grid.468676.d;Columbia College - California;1968;NULL;https://en.wikipedia.org/wiki/Columbia_College_(California);http://www.gocolumbia.edu/
grid.468677.c;Admas University;1998;NULL;https://en.wikipedia.org/wiki/Admas_University_College%E2%80%93Addis_Ababa;http://www.admasuniversity.edu.et/
grid.468678.3;Chichester College;1964;NULL;https://en.wikipedia.org/wiki/Chichester_College;https://chichester.ac.uk/
grid.468679.2;Bridgend College;1928;NULL;https://en.wikipedia.org/wiki/Bridgend_College;http://www1.bridgend.ac.uk/
grid.468680.4;China Graduate School of Theology;1972;NULL;https://en.wikipedia.org/wiki/China_Graduate_School_of_Theology;https://www.cgst.edu/hk/eng/
grid.468681.5;Utah College of Applied Technology;2001;NULL;https://en.wikipedia.org/wiki/Utah_College_of_Applied_Technology;http://ucat.edu/
grid.468682.6;Aichi Konan College;1970;NULL;https://en.wikipedia.org/wiki/Aichi_Konan_College;http://www.konan.ac.jp/
grid.468683.7;China University of Technology;1965;NULL;https://en.wikipedia.org/wiki/China_University_of_Technology;http://www.cute.edu.tw/en/
grid.468684.0;Columbia College Hollywood;1952;NULL;https://en.wikipedia.org/wiki/Columbia_College_Hollywood;https://www.columbiacollege.edu/
grid.468685.1;BridgeValley Community and Technical College;1953;NULL;https://en.wikipedia.org/wiki/BridgeValley_Community_and_Technical_College;http://www.bridgevalley.edu/
grid.468686.2;Aiken Technical College;1972;NULL;https://en.wikipedia.org/wiki/Aiken_Technical_College;http://www.atc.edu/
grid.468687.3;Australian Defence College;1999;NULL;https://en.wikipedia.org/wiki/Australian_Defence_College;http://www.defence.gov.au/adc/
grid.468688.c;Brightwood College;2015;NULL;https://en.wikipedia.org/wiki/Brightwood_College;https://www.brightwood.edu/
grid.468689.d;Columbus Technical College;1961;NULL;https://en.wikipedia.org/wiki/Columbus_Technical_College;http://www.columbustech.edu/
grid.468690.5;Christ the King Sixth Form College;1992;NULL;https://en.wikipedia.org/wiki/Christ_the_King_Sixth_Form_College;http://www.ctksfc.ac.uk/
grid.468691.4;Albany Technical College;1961;NULL;https://en.wikipedia.org/wiki/Albany_Technical_College;http://www.albanytech.edu/
grid.468692.7;British College of Osteopathic Medicine;1936;NULL;https://en.wikipedia.org/wiki/British_College_of_Osteopathic_Medicine;http://www.bcom.ac.uk/
grid.468694.1;Aventis School of Management;2006;NULL;https://en.wikipedia.org/wiki/Aventis_School_of_Management;http://asm.edu.sg/
grid.468695.0;University College of Osteopathy;1915;NULL;https://en.wikipedia.org/wiki/University_College_of_Osteopathy;https://www.uco.ac.uk
grid.468696.3;Cincinnati College of Mortuary Science;1882;NULL;https://en.wikipedia.org/wiki/Cincinnati_College_of_Mortuary_Science;https://www.ccms.edu/
grid.468697.2;Bromley College of Further and Higher Education;1950;NULL;https://en.wikipedia.org/wiki/Bromley_College_of_Further_%26_Higher_Education;http://www.bromley.ac.uk/
grid.468698.d;Community Care College;1995;NULL;https://en.wikipedia.org/wiki/Community_Care_College;http://www.communitycarecollege.edu/
grid.468699.c;Alberta Bible College;1932;NULL;https://en.wikipedia.org/wiki/Alberta_Bible_College;https://www.abccampus.ca/
grid.468701.c;Azrieli College of Engineering Jerusalem;1999;NULL;https://en.wikipedia.org/wiki/Azrieli_College_of_Engineering_Jerusalem;http://english.jce.ac.il/
grid.468702.f;Cirencester College;1991;NULL;https://en.wikipedia.org/wiki/Cirencester_College;http://www.cirencester.ac.uk/
grid.468703.e;Allen Community College;1923;NULL;https://en.wikipedia.org/wiki/Allen_Community_College;http://www.allencc.edu/
grid.468704.9;Cisco College;1940;NULL;https://en.wikipedia.org/wiki/Cisco_College;http://www.cisco.edu/s/926/start.aspx
grid.468705.8;Baku Higher Oil School;2011;NULL;https://en.wikipedia.org/wiki/Baku_Higher_Oil_School;http://www.bhos.edu.az/az/index
grid.468706.b;Community College of Vermont;1970;NULL;https://en.wikipedia.org/wiki/Community_College_of_Vermont;http://ccv.edu/
grid.468707.a;Brussels School of International Studies;1998;NULL;https://en.wikipedia.org/wiki/Brussels_School_of_International_Studies;https://www.kent.ac.uk/brussels/
grid.468708.5;Allentown High School;1972;NULL;https://en.wikipedia.org/wiki/Allentown_High_School;http://ufrsdhs.sharpschool.net/
grid.468709.4;Concordia College - New York;1881;NULL;https://en.wikipedia.org/wiki/Concordia_College_(New_York);http://www.concordia-ny.edu/
grid.468710.c;City College;1984;NULL;https://en.wikipedia.org/wiki/City_College_(Florida);http://www.citycollege.edu/
grid.468711.d;Connors State College;1908;NULL;https://en.wikipedia.org/wiki/Connors_State_College;http://connorsstate.edu/
grid.468712.e;Buffalo State College;1871;NULL;https://en.wikipedia.org/wiki/Buffalo_State_College;http://suny.buffalostate.edu/
grid.468713.f;Civil Service College;2001;NULL;https://en.wikipedia.org/wiki/Civil_Service_College_Singapore;https://www.cscollege.gov.sg/
