grid_id;organization_name;established_year;closed_year;wikipedia_url;website_url
grid.1001.0;Australian National University;1946;NULL;http://en.wikipedia.org/wiki/Australian_National_University;http://www.anu.edu.au/
grid.1002.3;Monash University;1958;NULL;http://en.wikipedia.org/wiki/Monash_University;http://www.monash.edu/
grid.10025.36;University of Liverpool;1882;NULL;http://en.wikipedia.org/wiki/University_of_Liverpool;http://www.liv.ac.uk/
grid.1003.2;University of Queensland;1909;NULL;http://en.wikipedia.org/wiki/University_of_Queensland;http://www.uq.edu.au/
grid.1004.5;Macquarie University;1964;NULL;http://en.wikipedia.org/wiki/Macquarie_University;http://mq.edu.au/
grid.10041.34;University of La Laguna;1927;NULL;http://en.wikipedia.org/wiki/University_of_La_Laguna;http://www.ull.es/
grid.10049.3c;University of Limerick;1972;NULL;http://en.wikipedia.org/wiki/University_of_Limerick;http://www.ul.ie/
grid.1005.4;UNSW Sydney;1949;NULL;http://en.wikipedia.org/wiki/University_of_New_South_Wales;https://www.unsw.edu.au/
grid.1006.7;Newcastle University;1834;NULL;http://en.wikipedia.org/wiki/Newcastle_University;http://www.ncl.ac.uk/
grid.10067.30;Lviv Polytechnic National University;1844;NULL;http://en.wikipedia.org/wiki/Lviv_Polytechnic;http://www.lp.edu.ua/en
grid.1007.6;University of Wollongong;1951;NULL;http://en.wikipedia.org/wiki/University_of_Wollongong;https://www.uow.edu.au/index.html
grid.1008.9;University of Melbourne;1853;NULL;http://en.wikipedia.org/wiki/University_of_Melbourne;http://www.unimelb.edu.au/
grid.1009.8;University of Tasmania;1890;NULL;http://en.wikipedia.org/wiki/University_of_Tasmania;http://www.utas.edu.au/
grid.1010.0;University of Adelaide;1874;NULL;http://en.wikipedia.org/wiki/University_of_Adelaide;http://www.adelaide.edu.au/
grid.1011.1;James Cook University;1961;NULL;http://en.wikipedia.org/wiki/James_Cook_University;http://www.jcu.edu.au/
grid.1012.2;University of Western Australia;1911;NULL;http://en.wikipedia.org/wiki/University_of_Western_Australia;http://www.uwa.edu.au/
grid.1013.3;University of Sydney;1850;NULL;http://en.wikipedia.org/wiki/University_of_Sydney;http://sydney.edu.au/
grid.1014.4;Flinders University;1966;NULL;http://en.wikipedia.org/wiki/Flinders_University;http://www.flinders.edu.au/
grid.1017.7;RMIT University;1887;NULL;http://en.wikipedia.org/wiki/RMIT_University;https://www.rmit.edu.au/
grid.1018.8;La Trobe University;1964;NULL;http://en.wikipedia.org/wiki/La_Trobe_University;http://www.latrobe.edu.au/
grid.1019.9;Victoria University;1916;NULL;http://en.wikipedia.org/wiki/Victoria_University,_Australia;http://www.vu.edu.au/
grid.1020.3;University of New England;1938;NULL;http://en.wikipedia.org/wiki/University_of_New_England_(Australia);http://www.une.edu.au/
grid.1021.2;Deakin University;1974;NULL;http://en.wikipedia.org/wiki/Deakin_University;http://www.deakin.edu.au/
grid.10210.32;Lusíada University of Porto;1991;NULL;http://en.wikipedia.org/wiki/Lus%C3%ADada_University_of_Porto;http://www.por.ulusiada.pt/
grid.10211.33;Leuphana University of Lüneburg;1946;NULL;http://en.wikipedia.org/wiki/L%C3%BCneburg_University;https://www.leuphana.de/en/home.html
grid.10212.30;University of Macedonia;1957;NULL;http://en.wikipedia.org/wiki/University_of_Macedonia;http://www.uom.gr/
grid.10214.36;Madurai Kamaraj University;1966;NULL;http://en.wikipedia.org/wiki/Madurai_Kamaraj_University;http://mkuniversity.org/direct/
grid.10215.37;University of Malaga;1972;NULL;http://en.wikipedia.org/wiki/University_of_M%C3%A1laga;http://www.uma.es/
grid.1022.1;Griffith University;1971;NULL;http://en.wikipedia.org/wiki/Griffith_University;http://www.griffith.edu.au/
grid.10223.32;Mahidol University;1943;NULL;http://en.wikipedia.org/wiki/Mahidol_University;http://www.mahidol.ac.th/en/
grid.1023.0;Central Queensland University;1967;NULL;http://en.wikipedia.org/wiki/Central_Queensland_University;https://www.cqu.edu.au/
grid.1024.7;Queensland University of Technology;1989;NULL;http://en.wikipedia.org/wiki/Queensland_University_of_Technology;https://www.qut.edu.au/
grid.1025.6;Murdoch University;1975;NULL;http://en.wikipedia.org/wiki/Murdoch_University;http://www.murdoch.edu.au/
grid.10251.37;Mansoura University;1972;NULL;http://en.wikipedia.org/wiki/Mansoura_University;http://www.mans.edu.eg/en/
grid.10253.35;Philipp University of Marburg;1527;NULL;http://en.wikipedia.org/wiki/University_of_Marburg;https://www.uni-marburg.de/index_html-en?set_language=en
grid.1026.5;University of South Australia;1991;NULL;http://en.wikipedia.org/wiki/University_of_South_Australia;https://www.unisa.edu.au/
grid.10267.32;Masaryk University;1919;NULL;http://en.wikipedia.org/wiki/Masaryk_University;http://www.muni.cz/
grid.1027.4;Swinburne University of Technology;1908;NULL;http://en.wikipedia.org/wiki/Swinburne_University_of_Technology;http://www.swinburne.edu.au/
grid.102760.2;Escola Superior Náutica Infante Dom Henrique;1924;NULL;https://en.wikipedia.org/wiki/Escola_Superior_N%C3%A1utica_Infante_Dom_Henrique;http://www.enautica.pt/
grid.1029.a;Western Sydney University;1891;NULL;https://en.wikipedia.org/wiki/Western_Sydney_University;https://www.westernsydney.edu.au/
grid.10291.3b;"University of Mining and Geology ""Saint Ivan Rilski""";1953;NULL;NULL;http://www.mgu.bg/main.php?menu=1
grid.1031.3;Southern Cross University;1994;NULL;https://en.wikipedia.org/wiki/Southern_Cross_University;http://scu.edu.au/
grid.1032.0;Curtin University;1986;NULL;http://en.wikipedia.org/wiki/Curtin_University;http://www.curtin.edu.au/
grid.10328.38;University of Minho;1973;NULL;http://en.wikipedia.org/wiki/University_of_Minho;http://www.uminho.pt/en
grid.1033.1;Bond University;1987;NULL;https://en.wikipedia.org/wiki/Bond_University;http://bond.edu.au/
grid.10334.35;University of Miskolc;1735;NULL;http://en.wikipedia.org/wiki/University_of_Miskolc;http://www.uni-miskolc.hu/
grid.1034.6;University of the Sunshine Coast;1994;NULL;http://en.wikipedia.org/wiki/University_of_the_Sunshine_Coast;http://www.usc.edu.au/
grid.10346.30;Leeds Beckett University;1992;NULL;http://en.wikipedia.org/wiki/Leeds_Beckett_University;http://www.leedsbeckett.ac.uk/
grid.10347.31;University of Malaya;1949;NULL;http://en.wikipedia.org/wiki/University_of_Malaya;https://www.um.edu.my/
grid.1035.7;Warsaw University of Technology;1826;NULL;http://en.wikipedia.org/wiki/Warsaw_University_of_Technology;http://www.pw.edu.pl/engpw
grid.10359.3e;Bahçeşehir University;1998;NULL;http://en.wikipedia.org/wiki/Bah%C3%A7e%C5%9Fehir_University;http://www.bahcesehir.edu.tr/index.php?lang=EN
grid.1037.5;Charles Sturt University;1989;NULL;https://en.wikipedia.org/wiki/Charles_Sturt_University;http://www.csu.edu.au/
grid.10373.36;University of Molise;1982;NULL;http://en.wikipedia.org/wiki/University_of_Molise;http://www.unimol.it/
grid.1038.a;Edith Cowan University;1991;NULL;http://en.wikipedia.org/wiki/Edith_Cowan_University;http://www.ecu.edu.au/
grid.10383.39;University of Parma;1502;NULL;http://en.wikipedia.org/wiki/University_of_Parma;http://en.unipr.it/
grid.10388.32;University of Bonn;1818;NULL;http://en.wikipedia.org/wiki/University_of_Bonn;http://www3.uni-bonn.de/the-university
grid.1039.b;University of Canberra;1967;NULL;https://en.wikipedia.org/wiki/University_of_Canberra;http://www.canberra.edu.au/
grid.10392.39;University of Tübingen;1477;NULL;http://en.wikipedia.org/wiki/University_of_T%C3%BCbingen;https://www.uni-tuebingen.de/en/university.html
grid.1040.5;Federation University;1994;NULL;http://en.wikipedia.org/wiki/Federation_University_Australia;https://federation.edu.au/
grid.10400.35;University of Rouen;1966;NULL;http://en.wikipedia.org/wiki/University_of_Rouen;http://www.univ-rouen.fr/
grid.10412.36;Universite Moulay Ismail De Meknes;1989;NULL;NULL;http://www.umi.ac.ma/
grid.10414.30;University of Medicine and Pharmacy of Târgu Mureş;1945;NULL;http://en.wikipedia.org/wiki/University_of_Medicine_and_Pharmacy_of_T%C3%A2rgu_Mure%C8%99;https://www.umftgm.ro/en/home.html
grid.10420.37;University of Vienna;1365;NULL;http://en.wikipedia.org/wiki/University_of_Vienna;https://www.univie.ac.at/en/
grid.10421.36;Higher University of San Andrés;1830;NULL;http://en.wikipedia.org/wiki/Higher_University_of_San_Andr%C3%A9s;http://www.umsa.bo/
grid.10423.34;Hannover Medical School;1961;NULL;http://en.wikipedia.org/wiki/Hannover_Medical_School;http://www.mh-hannover.de/index.php?&L=1
grid.1043.6;Charles Darwin University;2003;NULL;http://en.wikipedia.org/wiki/Charles_Darwin_University;http://www.cdu.edu.au/
grid.10438.3e;University of Messina;1548;NULL;http://en.wikipedia.org/wiki/University_of_Messina;http://www.unime.it/
grid.1048.d;University of Southern Queensland;1967;NULL;https://en.wikipedia.org/wiki/University_of_Southern_Queensland;http://www.usq.edu.au/
grid.104846.f;Queen Margaret University;1875;NULL;http://en.wikipedia.org/wiki/Queen_Margaret_University;http://www.qmu.ac.uk/
grid.104887.2;Autonomous University of Tlaxcala;1976;NULL;http://en.wikipedia.org/wiki/Autonomous_University_of_Tlaxcala;http://www.uatx.mx/
grid.10491.3d;University of San Simón;1832;NULL;http://en.wikipedia.org/wiki/University_of_San_Sim%C3%B3n;http://www.umss.edu.bo/
grid.10493.3f;University of Rostock;1419;NULL;http://en.wikipedia.org/wiki/University_of_Rostock;http://www.uni-rostock.de/en/
grid.10516.33;Istanbul Technical University;1773;NULL;http://en.wikipedia.org/wiki/Istanbul_Technical_University;http://www.itu.edu.tr/en/
grid.10548.38;Stockholm University;1878;NULL;http://en.wikipedia.org/wiki/Stockholm_University;http://www.su.se/english/
grid.10586.3a;University of Murcia;1272;NULL;http://en.wikipedia.org/wiki/University_of_Murcia;http://www.um.es/
grid.10595.38;University of Malawi;1964;NULL;http://en.wikipedia.org/wiki/University_of_Malawi;http://www.unima.mw/
grid.10598.35;University of Namibia;1992;NULL;http://en.wikipedia.org/wiki/University_of_Namibia;http://www.unam.edu.na/
grid.10599.34;National Agrarian University;1902;NULL;http://en.wikipedia.org/wiki/National_Agrarian_University;http://www.lamolina.edu.pe/portada/
grid.10601.36;National Autonomous University of Honduras;1847;NULL;http://en.wikipedia.org/wiki/Universidad_Nacional_Aut%C3%B3noma_de_Honduras;https://www.unah.edu.hn/
grid.10604.33;University of Nairobi;1956;NULL;http://en.wikipedia.org/wiki/University_of_Nairobi;http://www.uonbi.ac.ke/
grid.10689.36;National University of Colombia;1867;NULL;http://en.wikipedia.org/wiki/National_University_of_Colombia;http://unal.edu.co/
grid.10690.3e;National University of Central Buenos Aires;1974;NULL;http://en.wikipedia.org/wiki/National_University_of_Central_Buenos_Aires;http://www.unicen.edu.ar/
grid.10692.3c;National University of Córdoba;1613;NULL;http://en.wikipedia.org/wiki/National_University_of_C%C3%B3rdoba;http://www.unc.edu.ar/
grid.10698.36;University of North Carolina at Chapel Hill;1789;NULL;http://en.wikipedia.org/wiki/University_of_North_Carolina_at_Chapel_Hill;http://www.unc.edu/
grid.10702.34;National University of Distance Education;1972;NULL;http://en.wikipedia.org/wiki/National_University_of_Distance_Education;http://portal.uned.es/portal/page?_pageid=93,24305391&_dad=portal&_schema=PORTAL
grid.10706.30;Jawaharlal Nehru University;1969;NULL;http://en.wikipedia.org/wiki/Jawaharlal_Nehru_University;http://www.jnu.ac.in/
grid.10711.36;University of Neuchâtel;1838;NULL;http://en.wikipedia.org/wiki/University_of_Neuch%C3%A2tel;http://www2.unine.ch/
grid.10729.3d;Universidad Nacional de Costa Rica;1973;NULL;http://en.wikipedia.org/wiki/National_University_of_Costa_Rica;http://www.una.ac.cr/
grid.10733.36;Abdou Moumouni University;1974;NULL;http://en.wikipedia.org/wiki/Abdou_Moumouni_University;http://uam.refer.ne/
grid.10757.34;University of Nigeria;1955;NULL;http://en.wikipedia.org/wiki/University_of_Nigeria,_Nsukka;http://www.unn.edu.ng/
grid.10772.33;Universidade Nova de Lisboa;1973;NULL;http://en.wikipedia.org/wiki/Universidade_Nova_de_Lisboa;http://www.unl.pt/en/
grid.10776.37;University of Palermo;1806;NULL;http://en.wikipedia.org/wiki/University_of_Palermo;http://portale.unipa.it/
grid.10784.3a;Chinese University of Hong Kong;1963;NULL;http://en.wikipedia.org/wiki/Chinese_University_of_Hong_Kong;http://www.cuhk.edu.hk/english/index.html
grid.10789.37;University of Łódź;1945;NULL;http://en.wikipedia.org/wiki/University_of_%C5%81%C3%B3d%C5%BA;http://iso.uni.lodz.pl/
grid.107891.6;Opole University;1994;NULL;http://en.wikipedia.org/wiki/Opole_University;http://www.uni.opole.pl/
grid.107950.a;Pomeranian Medical University;1948;NULL;https://en.wikipedia.org/wiki/Pomeranian_Medical_University;https://www.pum.edu.pl/english/
grid.10796.39;University of Foggia;1999;NULL;http://en.wikipedia.org/wiki/University_of_Foggia;http://en.unifg.it/
grid.107973.b;Ivanovo State University of Chemistry and Technology;1918;NULL;http://en.wikipedia.org/wiki/Ivanovo_State_University_of_Chemistry_and_Technology;http://www.isuct.ru/
grid.10798.37;National University of the Littoral;1889;NULL;http://en.wikipedia.org/wiki/National_University_of_the_Littoral;http://www.unl.edu.ar/
grid.107996.0;Ion Ionescu de la Brad University of Agricultural Sciences and Veterinary Medicine of Iași;1912;NULL;http://en.wikipedia.org/wiki/Ion_Ionescu_de_la_Brad_University_of_Agricultural_Sciences_and_Veterinary_Medicine_of_Ia%C8%99i;http://www.uaiasi.ro/index.php?lang=en
grid.10800.39;National University of San Marcos;1551;NULL;http://en.wikipedia.org/wiki/National_University_of_San_Marcos;http://www.unmsm.edu.pe/
grid.10803.3a;Omar Bongo University;1970;NULL;https://en.wikipedia.org/wiki/Omar_Bongo_University;http://universiteomarbongo.org/
grid.108124.e;University of Palangka Raya;1963;NULL;http://en.wikipedia.org/wiki/University_of_Palangka_Raya;http://www.upr.ac.id/
grid.108126.c;Sriwijaya University;1960;NULL;https://en.wikipedia.org/wiki/Sriwijaya_University;http://www.unsri.ac.id/
grid.108137.c;Universidad del Salvador;1958;NULL;https://en.wikipedia.org/wiki/Universidad_del_Salvador;http://www.usal.edu.ar/
grid.10814.3c;National University of Rosario;1968;NULL;http://en.wikipedia.org/wiki/National_University_of_Rosario;http://www.unr.edu.ar/english/
grid.108162.c;National University of Tucumán;1914;NULL;http://en.wikipedia.org/wiki/National_University_of_Tucum%C3%A1n;http://www.unt.edu.ar/
grid.10818.30;University of Rwanda;2013;NULL;https://en.wikipedia.org/wiki/University_of_Rwanda;http://www.ur.ac.rw/
grid.10821.3a;National University of Salta;1972;NULL;http://en.wikipedia.org/wiki/National_University_of_Salta;http://www.unsa.edu.ar/
grid.10822.39;University of Novi Sad;1960;NULL;http://en.wikipedia.org/wiki/University_of_Novi_Sad;http://www.uns.ac.rs/sr/
grid.10824.3f;Obafemi Awolowo University;1962;NULL;http://en.wikipedia.org/wiki/Obafemi_Awolowo_University;http://www.oauife.edu.ng/
grid.10825.3e;University of Southern Denmark;1998;NULL;http://en.wikipedia.org/wiki/University_of_Southern_Denmark;http://www.sdu.dk/en/
grid.108266.b;Henan Agricultural University;1912;NULL;https://en.wikipedia.org/wiki/Henan_Agricultural_University;http://www.henau.edu.cn/
grid.108311.a;National Autonomous University of Nicaragua;1812;NULL;http://en.wikipedia.org/wiki/National_Autonomous_University_of_Nicaragua;http://www.unan.edu.ni/
grid.108365.9;National University of General San Martín;1994;NULL;http://en.wikipedia.org/wiki/National_University_of_General_San_Mart%C3%ADn;http://www.unsam.edu.ar/english/
grid.10837.3d;The Open University;1969;NULL;http://en.wikipedia.org/wiki/Open_University;http://www.open.ac.uk/
grid.10854.38;Osnabrück University;1974;NULL;http://en.wikipedia.org/wiki/University_of_Osnabr%C3%BCck;https://www.uni-osnabrueck.de/en/home.html
grid.10858.34;University of Oulu;1958;NULL;http://en.wikipedia.org/wiki/University_of_Oulu;http://www.oulu.fi/english/
grid.10863.3c;University of Oviedo;1574;NULL;http://en.wikipedia.org/wiki/University_of_Oviedo;http://www.uniovi.es/
grid.10877.39;École Polytechnique;1794;NULL;http://en.wikipedia.org/wiki/%C3%89cole_Polytechnique;https://www.polytechnique.edu/en
grid.1088.1;University Mental Health Research Institute;1989;NULL;NULL;https://www.epipsi.gr/
grid.10919.30;University of Tromsø - The Arctic University of Norway;1968;NULL;http://en.wikipedia.org/wiki/University_of_Troms%C3%B8;http://uit.no/startsida
grid.10939.32;University of Tartu;1632;NULL;http://en.wikipedia.org/wiki/University_of_Tartu;http://www.ut.ee/et
grid.10979.36;Palacký University, Olomouc;1573;NULL;http://en.wikipedia.org/wiki/Palack%C3%BD_University,_Olomouc;http://www.upol.cz/en/
grid.10984.34;Universidad De Panama;1935;NULL;http://en.wikipedia.org/wiki/University_of_Panama;http://www.up.ac.pa/PortalUp/index.aspx
grid.10985.35;Agricultural University of Athens;1920;NULL;http://en.wikipedia.org/wiki/Agricultural_University_of_Athens;http://www.aua.gr/index.php
grid.10988.38;Pantheon-Sorbonne University;1971;NULL;http://en.wikipedia.org/wiki/Pantheon-Sorbonne_University;http://www.univ-paris1.fr/
grid.10999.38;University of Talca;1981;NULL;https://en.wikipedia.org/wiki/University_of_Talca;https://www.utalca.cl/
grid.11024.36;Paris Dauphine University;1968;NULL;http://en.wikipedia.org/wiki/Paris_Dauphine_University;http://www.dauphine.fr/en/welcome.html
grid.11028.3a;University of Pardubice;1950;NULL;http://en.wikipedia.org/wiki/University_of_Pardubice;http://www.upce.cz/en/
grid.11046.32;University of Passau;1973;NULL;http://en.wikipedia.org/wiki/University_of_Passau;http://www.uni-passau.de/en/
grid.11047.33;University of Patras;1964;NULL;http://en.wikipedia.org/wiki/University_of_Patras;http://www.upatras.gr/
grid.1108.8;Naval Postgraduate School;1909;NULL;https://en.wikipedia.org/wiki/Naval_Postgraduate_School;http://www.nps.edu/
grid.11100.31;Cayetano Heredia University;1961;NULL;http://en.wikipedia.org/wiki/Cayetano_Heredia_University;http://www.upch.edu.pe/portal/
grid.11108.39;Comillas Pontifical University;1890;NULL;http://en.wikipedia.org/wiki/Comillas_Pontifical_University;http://www.upcomillas.es/en/
grid.11134.36;University of the Philippines Diliman;1949;NULL;http://en.wikipedia.org/wiki/University_of_the_Philippines_Diliman;http://www.upd.edu.ph/
grid.11135.37;Peking University;1898;NULL;http://en.wikipedia.org/wiki/Peking_University;http://english.pku.edu.cn/
grid.11136.34;University of Perpignan;1350;NULL;http://en.wikipedia.org/wiki/University_of_Perpignan;http://www.univ-perp.fr/
grid.11139.3b;University of Peradeniya;1942;NULL;http://en.wikipedia.org/wiki/University_of_Peradeniya;http://www.pdn.ac.lk/
grid.11142.37;Universiti Putra Malaysia;1931;NULL;http://en.wikipedia.org/wiki/Universiti_Putra_Malaysia;http://www.upm.edu.my/
grid.11159.3d;University of the Philippines Manila;1908;NULL;http://en.wikipedia.org/wiki/University_of_the_Philippines_Manila;http://www.pgh.gov.ph/en/
grid.11162.35;University of Picardie Jules Verne;1970;NULL;http://en.wikipedia.org/wiki/University_of_Picardie_Jules_Verne;https://www.u-picardie.fr/
grid.11166.31;University of Poitiers;1431;NULL;http://en.wikipedia.org/wiki/University_of_Poitiers;http://www.univ-poitiers.fr/
grid.11173.35;University of the Punjab;1882;NULL;http://en.wikipedia.org/wiki/University_of_the_Punjab;http://www.pu.edu.pk/
grid.11175.33;University of Pavol Jozef Šafárik;1959;NULL;http://en.wikipedia.org/wiki/Pavol_Jozef_%C5%A0af%C3%A1rik_University;http://www.upjs.sk/
grid.11176.30;University of the Philippines Los Baños;1909;NULL;http://en.wikipedia.org/wiki/University_of_the_Philippines_Los_Ba%C3%B1os;http://www.uplb.edu.ph/
grid.11187.3e;Plovdiv University;1962;NULL;http://en.wikipedia.org/wiki/Plovdiv_University_%22Paisii_Hilendarski%22;https://uni-plovdiv.bg/
grid.11194.3c;Makerere University;1922;NULL;http://en.wikipedia.org/wiki/Makerere_University;http://mak.ac.ug/
grid.11201.33;Plymouth University;1992;NULL;http://en.wikipedia.org/wiki/Plymouth_University;https://www.plymouth.ac.uk/
grid.11205.37;University of Zaragoza;1542;NULL;http://en.wikipedia.org/wiki/University_of_Zaragoza;http://www.unizar.es/
grid.11220.30;Boğaziçi University;1863;NULL;http://en.wikipedia.org/wiki/Bo%C4%9Fazi%C3%A7i_University;http://www.boun.edu.tr/en_US
grid.112471.0;Tomsk State Pedagogical University;1902;NULL;http://en.wikipedia.org/wiki/Tomsk_State_Pedagogical_University;http://www.tspu.edu.ru/
grid.112485.b;University of Orléans;1960;NULL;http://en.wikipedia.org/wiki/University_of_Orl%C3%A9ans;http://www.univ-orleans.fr/
grid.112857.8;Volgograd State University;1980;NULL;http://en.wikipedia.org/wiki/Volgograd_State_University;http://www.volsu.ru/other/english/
grid.11318.3a;Paris 13 University;1970;NULL;http://en.wikipedia.org/wiki/Paris_13_University;http://www.univ-paris13.fr/en/
grid.113463.2;Altai State Technical University;1942;NULL;http://en.wikipedia.org/wiki/Altai_State_Technical_University;http://www.en.altstu.ru/
grid.11348.3f;University of Potsdam;1991;NULL;http://en.wikipedia.org/wiki/University_of_Potsdam;https://www.uni-potsdam.de/en/
grid.11355.33;Sofia University;1888;NULL;http://en.wikipedia.org/wiki/Sofia_University;https://www.uni-sofia.bg/
grid.113596.9;Agricultural University of Tirana;1951;NULL;http://en.wikipedia.org/wiki/Agricultural_University_of_Tirana;http://ubt.edu.al/en
grid.11374.30;University of Nis;1965;NULL;http://en.wikipedia.org/wiki/University_of_Ni%C5%A1;http://www.ni.ac.rs/en/
grid.11450.31;University of Sassari;1562;NULL;http://en.wikipedia.org/wiki/University_of_Sassari;http://www.uniss.it/php/home.php
grid.11451.30;Gdańsk Medical University;1945;NULL;https://en.wikipedia.org/wiki/Gda%C5%84sk_Medical_University;http://mug.edu.pl/
grid.11477.34;Polytechnic University of Tirana;1951;NULL;http://en.wikipedia.org/wiki/Polytechnic_University_of_Tirana;http://www.upt.al/index.php/en/
grid.11480.3c;University of the Basque Country;1980;NULL;http://en.wikipedia.org/wiki/University_of_the_Basque_Country;http://www.ehu.eus/en/en-home
grid.11500.35;Hamburg University of Applied Sciences;1970;NULL;http://en.wikipedia.org/wiki/Hamburg_University_of_Applied_Sciences;http://www.haw-hamburg.de/english.html
grid.11553.33;Padjadjaran University;1957;NULL;http://en.wikipedia.org/wiki/Padjadjaran_University;http://www.unpad.ac.id/en/
grid.11560.33;National University of Quilmes;1989;NULL;http://en.wikipedia.org/wiki/National_University_of_Quilmes;http://www.unq.edu.ar/english/sections/158-unq/
grid.11567.34;University of Reggio Calabria;1968;NULL;http://en.wikipedia.org/wiki/Mediterranea_University_of_Reggio_Calabria;http://www.unirc.it/
grid.11586.3b;Christian Medical College & Hospital;1900;NULL;http://en.wikipedia.org/wiki/Christian_Medical_College_%26_Hospital;http://www.cmch-vellore.edu/
grid.11598.34;Medical University of Graz;2004;NULL;https://en.wikipedia.org/wiki/Medical_University_of_Graz;http://www.medunigraz.at/en/
grid.116068.8;Massachusetts Institute of Technology;1861;NULL;http://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology;http://web.mit.edu/
grid.11619.3e;University of Rennes 2;1969;NULL;http://en.wikipedia.org/wiki/University_of_Rennes_2_%E2%80%93_Upper_Brittany;http://www.univ-rennes2.fr/
grid.11630.35;University of the Republic;1849;NULL;http://en.wikipedia.org/wiki/University_of_the_Republic_(Uruguay);http://www.universidad.edu.uy/
grid.116345.4;Al-Ahliyya Amman University;1989;NULL;http://en.wikipedia.org/wiki/Al-Ahliyya_Amman_University;http://www.ammanu.edu.jo/EN/HomePage/Home.aspx
grid.11642.30;University of La Réunion;1982;NULL;http://en.wikipedia.org/wiki/University_of_La_R%C3%A9union;http://www.univ-reunion.fr/university-of-reunion-island/
grid.11667.37;University of Reims Champagne-Ardenne;1971;NULL;http://en.wikipedia.org/wiki/University_of_Reims_Champagne-Ardenne;http://www.univ-reims.eu/
grid.11696.39;University of Trento;1962;NULL;http://en.wikipedia.org/wiki/University_of_Trento;http://www.unitn.it/en
grid.11698.37;University of La Rochelle;1993;NULL;http://en.wikipedia.org/wiki/University_of_La_Rochelle;http://www.univ-larochelle.fr/?lang=en
grid.11702.35;Roskilde University;1972;NULL;http://en.wikipedia.org/wiki/Roskilde_University;http://www.ruc.dk/en/
grid.117476.2;University of Technology Sydney;1988;NULL;http://en.wikipedia.org/wiki/University_of_Technology,_Sydney;http://www.uts.edu.au/
grid.11749.3a;Saarland University;1948;NULL;http://en.wikipedia.org/wiki/Saarland_University;http://www.uni-saarland.de/en/home.html
grid.11762.33;University of Salamanca;1134;NULL;http://en.wikipedia.org/wiki/University_of_Salamanca;http://www.usal.es/webusal/en
grid.11780.3f;University of Salerno;1968;NULL;http://en.wikipedia.org/wiki/University_of_Salerno;http://www.unisa.it/
grid.11793.3d;University of San Carlos of Guatemala;1676;NULL;http://en.wikipedia.org/wiki/Universidad_de_San_Carlos_de_Guatemala;http://www.usac.edu.gt/
grid.11794.3a;University of Santiago de Compostela;1495;NULL;http://en.wikipedia.org/wiki/University_of_Santiago_de_Compostela;http://www.usc.es/
grid.11804.3c;Semmelweis University;1769;NULL;http://en.wikipedia.org/wiki/Semmelweis_University;http://semmelweis.hu/english/the-university/
grid.11835.3e;University of Sheffield;1828;NULL;http://en.wikipedia.org/wiki/University_of_Sheffield;http://www.sheffield.ac.uk/
grid.11841.3d;Shanghai Medical College of Fudan University;1927;NULL;https://en.wikipedia.org/wiki/Fudan_University_Shanghai_Medical_College;http://shmc.fudan.edu.cn/eng
grid.11843.3f;University of Strasbourg;1538;NULL;http://en.wikipedia.org/wiki/University_of_Strasbourg;http://www.en.unistra.fr/index.php?id=21707
grid.11866.38;University of Silesia;1968;NULL;http://en.wikipedia.org/wiki/University_of_Silesia_in_Katowice;http://www.us.edu.pl/
grid.11869.37;University of Sarajevo;1949;NULL;http://en.wikipedia.org/wiki/University_of_Sarajevo;http://www.unsa.ba/s/index.php
grid.11875.3a;Universiti Sains Malaysia;1969;NULL;http://en.wikipedia.org/wiki/Universiti_Sains_Malaysia;https://www.usm.my/index.php/en/
grid.11887.37;Sokoine University of Agriculture;1984;NULL;http://en.wikipedia.org/wiki/Sokoine_University_of_Agriculture;http://suanet.ac.tz/
grid.118888.0;Jönköping University;1977;NULL;http://en.wikipedia.org/wiki/J%C3%B6nk%C3%B6ping_University_Foundation;http://ju.se/en.html
grid.11893.32;Universidad de Sonora;1942;NULL;http://en.wikipedia.org/wiki/Universidad_de_Sonora;http://www.uson.mx/
grid.11899.38;Universidade de São Paulo;1934;NULL;http://en.wikipedia.org/wiki/University_of_S%C3%A3o_Paulo;http://www5.usp.br/en/
grid.119021.a;University of La Rioja;1992;NULL;http://en.wikipedia.org/wiki/University_of_La_Rioja;http://www.unirioja.es/
grid.11906.3f;Pierre Mendès-France University;1970;NULL;http://en.wikipedia.org/wiki/Pierre_Mend%C3%A8s-France_University;http://www.upmf-grenoble.fr/en/choose-the-upmf-grenoble-181903.htm
grid.11914.3c;University of St Andrews;1410;NULL;http://en.wikipedia.org/wiki/University_of_St_Andrews;http://www.st-andrews.ac.uk/
grid.11918.30;University of Stirling;1967;NULL;http://en.wikipedia.org/wiki/University_of_Stirling;http://www.stir.ac.uk/
grid.119375.8;European University of Madrid;1995;NULL;http://en.wikipedia.org/wiki/European_University_of_Madrid;http://universidadeuropea.es/en/
grid.11942.3f;An-Najah National University;1918;NULL;http://en.wikipedia.org/wiki/An-Najah_National_University;http://www.najah.edu/
grid.11951.3d;University of the Witwatersrand;1922;NULL;http://en.wikipedia.org/wiki/University_of_the_Witwatersrand;http://www.wits.ac.za/
grid.11956.3a;Stellenbosch University;1866;NULL;http://en.wikipedia.org/wiki/Stellenbosch_University;http://www.sun.ac.za/english
