watchers	created_at	assessment	author	editors	revisions	words	unique_references	url	minor_edits	characters	sections	references
0	2003-10-29	Start	SD6-Agent	192	289	741	10	https://en.wikipedia.org/wiki/University_of_Graz	93	5075	11	12
0	2012-05-27	???	محمد عبد الغني	16	67	140	7	https://ar.wikipedia.org/wiki/جامعة_غراتس	36	1532	9	7
0	2020-02-28		Raafat	3	7	35	4	https://arz.wikipedia.org/wiki/جامعة_جراتس	5	321	6	5
0	2015-10-16		Cekli829	6	15	70	19	https://az.wikipedia.org/wiki/Qrats_Universiteti	3	658	9	23
0	2017-09-02		Maxeeder	2	7	29	0	https://azb.wikipedia.org/wiki/قراتس_بیلیم‌یوردو	5	417	3	0
0	2016-04-08		Чаховіч Уладзіслаў	3	8	231	0	https://be.wikipedia.org/wiki/Грацкі_ўніверсітэт_Карла_і_Франца	3	3192	4	0
0	2016-03-28		Алиса Селезньова	7	16	230	3	https://bg.wikipedia.org/wiki/Грацки_университет	6	2675	4	4
0	2015-12-30		Lsjbot	2	6	189	10	https://ceb.wikipedia.org/wiki/University_of_Graz	1	1207	2	13
0	2015-07-03		Davcza	8	12	157	2	https://cs.wikipedia.org/wiki/Univerzita_Štýrský_Hradec	8	1158	5	3
0	2012-08-08		Viktor	4	8	183	0	https://cv.wikipedia.org/wiki/Карл_тата_Франц_ячĕллĕ_Грац_университечĕ	5	2558	4	0
0	2020-07-13		Inc	6	9	84	3	https://da.wikipedia.org/wiki/Karl-Franzens-Universität_Graz	7	625	1	5
57	2004-03-31		Plp	294	582	1073	17	https://de.wikipedia.org/wiki/Universität_Graz	220	9955	9	19
0	2010-04-10		Giannisf	24	38	53	0	https://el.wikipedia.org/wiki/Πανεπιστήμιο_του_Γκρατς	23	663	1	0
0	2021-07-24		Giorno2	3	19	505	0	https://eo.wikipedia.org/wiki/Universitato_de_Graz	0	3410	9	0
0	2009-07-31		Fadesga	44	64	141	1	https://es.wikipedia.org/wiki/Universidad_de_Graz	35	967	6	1
0	2016-10-19		Kk	3	4	18	0	https://et.wikipedia.org/wiki/Grazi_Ülikool	1	123	1	0
0	2021-10-19		Txus.aparicio	2	5	97	1	https://eu.wikipedia.org/wiki/Grazeko_Unibertsitatea	0	889	5	1
0	2015-09-11		F4fluids	14	27	87	3	https://fa.wikipedia.org/wiki/دانشگاه_گراتس	12	894	6	3
0	2007-04-20		Silenzio	25	33	76	0	https://fi.wikipedia.org/wiki/Grazin_yliopisto	30	683	3	0
0	2005-10-23	BD	Arorae	63	91	554	0	https://fr.wikipedia.org/wiki/Université_de_Graz	60	3914	7	0
0	2022-05-16		Gasparoff	1	4	135	3	https://gl.wikipedia.org/wiki/Universidade_de_Graz	3	923	6	3
0	2020-07-24		RK2017	9	26	213	0	https://he.wikipedia.org/wiki/אוניברסיטת_גראץ	18	2490	2	0
0	2010-08-10		Croq	14	19	140	0	https://hr.wikipedia.org/wiki/Sveučilište_u_Grazu	16	1044	1	0
0	2020-12-12	???	Voxfax	4	28	853	11	https://hu.wikipedia.org/wiki/Grazi_Egyetem	3	7148	10	11
0	2017-11-15		Gardmanahay	3	11	302	10	https://hy.wikipedia.org/wiki/Գրացի_Կառլի_և_Ֆրանցի_համալսարան	1	4712	5	12
0	2009-10-11		118.136.137.240	20	26	70	0	https://id.wikipedia.org/wiki/Universitas_Graz	21	779	1	0
0	2015-05-20		79.18.109.90	21	30	158	3	https://it.wikipedia.org/wiki/Università_di_Graz	14	1143	5	3
0	2006-10-13		147.145.40.43	45	57	7	2	https://ja.wikipedia.org/wiki/グラーツ大学	36	1719	7	4
0	2009-08-11		Salamander724	25	44	94	0	https://ko.wikipedia.org/wiki/그라츠_대학교	30	1145	2	0
0	2005-12-05		Dr. Marcus Gossler~lawiki	38	64	74	1	https://la.wikipedia.org/wiki/Universitas_Graecensis	40	560	4	1
0	2009-11-21		Lazdynas	19	26	125	1	https://lt.wikipedia.org/wiki/Graco_universitetas	23	1049	4	1
0	2009-03-07		Maniago	28	46	501	0	https://nl.wikipedia.org/wiki/Universiteit_van_Graz	26	3477	5	0
0	2013-06-06		Petter Bøckman	8	17	187	5	https://no.wikipedia.org/wiki/Karl-Franzens-Universität_Graz	5	1341	4	5
0	2006-10-05		Xx236	56	120	85	0	https://pl.wikipedia.org/wiki/Uniwersytet_w_Grazu	47	644	4	0
0	2007-11-27		PTLux	21	28	22	0	https://pt.wikipedia.org/wiki/Universidade_de_Graz	24	156	0	0
0	2014-10-31		Lucian GAVRILA	9	26	518	1	https://ro.wikipedia.org/wiki/Universitatea_din_Graz	5	3748	12	1
0	2008-07-09		Monfornot	50	95	209	0	https://ru.wikipedia.org/wiki/Грацский_университет_имени_Карла_и_Франца	45	3002	4	0
0	2011-08-28		MirkoS18	7	15	507	0	https://sh.wikipedia.org/wiki/Карл-Франценс_Универзитет_Грац	10	5948	7	0
0	2006-12-13		Klemen Kocjancic	38	78	124	1	https://sl.wikipedia.org/wiki/Univerza_v_Gradcu	50	820	7	1
0	2022-02-12		Gertrudaa	2	3	161	1	https://sq.wikipedia.org/wiki/Universiteti_i_Gracit	1	1041	7	1
0	2006-01-26		Srdjan pews	40	92	509	0	https://sr.wikipedia.org/wiki/Карл-Франценс_Универзитет_Грац	52	5973	6	0
0	2007-06-03		Qwer	34	49	300	4	https://sv.wikipedia.org/wiki/Universität_Graz	25	2316	8	4
0	2018-09-10		Isko1901	3	5	135	0	https://tl.wikipedia.org/wiki/Unibersidad_ng_Graz	1	1037	0	0
0	2008-09-03	C	Metal Militia	34	62	373	1	https://tr.wikipedia.org/wiki/Graz_Üniversitesi	28	3348	7	2
0	2011-03-24		Mcoffsky	22	41	256	6	https://uk.wikipedia.org/wiki/Ґрацький_університет	19	3462	7	8
0	2010-12-23		113.161.220.120	19	32	162	0	https://vi.wikipedia.org/wiki/Đại_học_Graz	25	1049	4	0
0	2004-09-14	Stub	Finn-Zoltan	135	274	554	17	https://en.wikipedia.org/wiki/Graz_University_of_Technology	82	3940	11	20
0	2021-08-23		ElisavetaIvanova	2	4	123	1	https://be.wikipedia.org/wiki/Грацкі_тэхнічны_ўніверсітэт	3	1684	3	1
0	2017-10-07		Semso98	6	10	1299	9	https://bs.wikipedia.org/wiki/Tehnički_univerzitet_u_Grazu	4	9609	15	11
0	2015-12-29		Lsjbot	2	6	192	11	https://ceb.wikipedia.org/wiki/Technische_Universität_Graz	1	1308	3	14
0	2008-12-26		Hejsa	12	15	84	0	https://da.wikipedia.org/wiki/Technische_Universität_Graz	12	604	1	0
51	2004-06-08		Robert Kropf	247	510	2119	37	https://de.wikipedia.org/wiki/Technische_Universität_Graz	211	17727	37	37
0	2018-01-12		Tactica	10	16	489	9	https://es.wikipedia.org/wiki/Universidad_Tecnológica_de_Graz	9	3252	10	12
0	2019-04-17		کوروش67	7	11	202	5	https://fa.wikipedia.org/wiki/دانشگاه_صنعتی_گراتس	7	2111	5	5
0	2005-10-02	???	Polletfa	34	45	134	0	https://fr.wikipedia.org/wiki/Université_technique_de_Graz	21	1015	2	0
0	2020-09-22		RK2017	7	20	73	0	https://he.wikipedia.org/wiki/אוניברסיטת_גראץ_לטכנולוגיה	12	1003	4	0
0	2020-08-29		27.63.134.75	5	10	27	3	https://hi.wikipedia.org/wiki/ग्राज़_प्रौद्योगिकी_विश्वविद्यालय	3	416	1	5
0	2015-05-20		79.18.109.90	16	26	61	1	https://it.wikipedia.org/wiki/Università_tecnica_di_Graz	14	447	3	2
0	2017-07-10		ふぁらんくす	5	7	8	1	https://ja.wikipedia.org/wiki/グラーツ工科大学	4	413	8	1
0	2008-04-14		Kjetil r	13	16	76	3	https://no.wikipedia.org/wiki/Technische_Universität_Graz	13	510	2	3
0	2010-04-22		Johnforeign	19	39	147	4	https://ru.wikipedia.org/wiki/Грацский_технический_университет	20	2178	6	4
0	2007-06-03		Qwer	17	21	194	1	https://sv.wikipedia.org/wiki/Technische_Universität_Graz	12	1529	4	1
0	2018-10-15		Isko1901	2	3	155	0	https://tl.wikipedia.org/wiki/Graz_University_of_Technology	1	1105	1	0
0	2019-05-22		Texnik	11	21	115	5	https://uk.wikipedia.org/wiki/Технічний_університет_Ґраца	9	1584	6	7
0	2018-07-15		37.142.242.98	7	14	29	4	https://zh.wikipedia.org/wiki/格拉茨工業大學	3	939	4	4
0	2004-05-02	C	Sanders muc	178	287	622	7	https://en.wikipedia.org/wiki/University_of_Innsbruck	99	4089	12	9
0	2019-11-27		Arkelin	2	3	119	0	https://als.wikipedia.org/wiki/Universität_Innsbruck	1	767	1	0
0	2017-07-28	???	محمد عبد الغني	6	32	345	10	https://ar.wikipedia.org/wiki/جامعة_إنسبروك	16	3822	8	10
0	2020-03-05		Raafat	3	5	31	3	https://arz.wikipedia.org/wiki/جامعة_انسبروك	3	304	5	3
0	2017-09-02		Maxeeder	3	9	56	0	https://azb.wikipedia.org/wiki/اینسبروک_بیلیم‌یوردو	5	802	3	0
0	2021-08-24		ElisavetaIvanova	2	3	190	2	https://be.wikipedia.org/wiki/Інсбрукскі_ўніверсітэт	2	2536	3	2
0	2011-04-20		Muhammad	14	20	59	1	https://bn.wikipedia.org/wiki/ইন্সব্রুক_বিশ্ববিদ্যালয়	11	1228	5	1
0	2020-04-02		Jmarchn	3	3	132	2	https://ca.wikipedia.org/wiki/Universitat_d'Innsbruck	2	933	1	2
0	2015-07-03		Davcza	6	9	138	2	https://cs.wikipedia.org/wiki/Univerzita_Innsbruck	5	1011	5	2
0	2009-05-15		Gevin	16	26	77	0	https://da.wikipedia.org/wiki/Universität_Innsbruck	25	577	1	0
37	2003-05-16		80.109.253.93	280	581	900	33	https://de.wikipedia.org/wiki/Universität_Innsbruck	221	8787	15	37
0	2021-08-29		Giorno2	1	11	202	3	https://eo.wikipedia.org/wiki/Universitato_de_Innsbruck	0	1483	6	3
0	2009-09-18		Josef Papi	32	49	253	2	https://es.wikipedia.org/wiki/Universidad_de_Innsbruck	30	1626	7	2
0	2017-01-19		Estopedist1	3	3	36	0	https://et.wikipedia.org/wiki/Innsbrucki_Ülikool	0	308	1	0
0	2013-02-27		Sahehco	10	23	113	0	https://fa.wikipedia.org/wiki/دانشگاه_اینسبروک	17	1159	2	0
0	2010-01-17		Pisces	10	12	36	0	https://fi.wikipedia.org/wiki/Innsbruckin_yliopisto	9	347	1	0
0	2007-05-08	ébauche	68.215.98.217	47	66	236	0	https://fr.wikipedia.org/wiki/Université_d'Innsbruck	48	1694	5	0
0	2004-07-22		Zmaj	24	37	59	0	https://hr.wikipedia.org/wiki/Sveučilište_u_Innsbrucku	27	425	2	0
0	2017-11-15		Gardmanahay	4	8	254	11	https://hy.wikipedia.org/wiki/Ինսբրուքի_համալսարան	2	3968	6	28
0	2009-10-11		118.136.137.240	14	19	71	0	https://id.wikipedia.org/wiki/Universitas_Innsbruck	16	797	1	0
0	2010-01-17		Llorenzi	39	72	280	2	https://it.wikipedia.org/wiki/Università_di_Innsbruck	22	1929	6	4
0	2012-05-03		Fuusenn	13	15	13	1	https://ja.wikipedia.org/wiki/インスブルック大学	8	1664	4	1
0	2013-02-12		Hyunah Kim	11	18	162	0	https://ko.wikipedia.org/wiki/인스브루크_대학교	12	1620	4	0
0	2008-02-03		Tubantia	27	38	316	2	https://nl.wikipedia.org/wiki/Universiteit_van_Innsbruck	25	2288	4	2
0	2006-09-16		Benjamin	29	47	62	4	https://no.wikipedia.org/wiki/Universität_Innsbruck	31	397	2	4
0	2008-09-11		Makawity	29	46	25	5	https://pl.wikipedia.org/wiki/Uniwersytet_Leopolda_i_Franciszka_w_Innsbrucku	32	237	4	5
0	2008-07-11		Zoicite	17	22	53	0	https://pt.wikipedia.org/wiki/Universidade_de_Innsbruck	18	350	1	0
0	2019-05-04		Mihai Andrei	1	5	22	2	https://ro.wikipedia.org/wiki/Universitatea_din_Innsbruck	1	156	3	2
0	2008-07-09		Monfornot	40	62	203	0	https://ru.wikipedia.org/wiki/Инсбрукский_университет_имени_Леопольда_и_Франца	29	2641	8	0
0	2015-08-31		MirkoS18	2	3	56	0	https://sh.wikipedia.org/wiki/Univerzitet_u_Innsbrucku	1	452	3	0
0	2007-07-18		Archangel	24	38	142	1	https://sl.wikipedia.org/wiki/Univerza_v_Innsbrucku	27	1057	5	1
0	2014-10-26		Disembodied Soul	4	5	22	0	https://sv.wikipedia.org/wiki/Innsbrucks_universitet	2	184	2	0
0	2021-11-18		Tokyo Akademia	1	1	203	2	https://tg.wikipedia.org/wiki/Донишгоҳи_Инсбрук	0	2281	3	2
0	2018-05-17		Isko1901	2	4	128	1	https://tl.wikipedia.org/wiki/Unibersidad_ng_Innsbruck	2	1024	1	1
0	2008-05-17	Başlangıç	Ozkande	27	44	278	0	https://tr.wikipedia.org/wiki/Innsbruck_Üniversitesi	26	2472	8	0
0	2010-09-24		Romanbibwiss	27	47	231	5	https://uk.wikipedia.org/wiki/Інсбруцький_університет	16	3040	8	5
0	2011-10-23		Eakopskvm	16	20	21	0	https://zh.wikipedia.org/wiki/因斯布鲁克大学	9	1591	2	0
0	2005-12-18		A-giâu	14	26	59	0	https://zh-min-nan.wikipedia.org/wiki/Innsbruck_Tāi-ha̍k	24	509	1	0
0	2004-12-11	Stub	155.245.50.162	84	158	1010	11	https://en.wikipedia.org/wiki/Johannes_Kepler_University_Linz	40	6441	19	13
0	2021-06-20	بذرة	محمد أحمد عبد الفتاح	3	7	127	2	https://ar.wikipedia.org/wiki/جامعة_لينتس	6	1307	1	2
0	2020-03-01		Raafat	3	7	42	2	https://arz.wikipedia.org/wiki/جامعة_جوهانس_كيبلر_لينز	5	402	6	2
0	2021-08-25		ElisavetaIvanova	1	4	111	1	https://be.wikipedia.org/wiki/Лінцкі_ўніверсітэт_Іагана_Кеплера	3	1422	4	1
0	2015-12-30		Lsjbot	2	7	192	9	https://ceb.wikipedia.org/wiki/Johannes_Kepler_Universität_Linz	1	1288	3	12
44	2003-09-25		Nd	215	473	1970	30	https://de.wikipedia.org/wiki/Universität_Linz	161	16735	28	30
0	2019-07-09		Estopedist1	2	2	25	0	https://et.wikipedia.org/wiki/Johannes_Kepleri_Linzi_Ülikool	1	186	2	0
0	2012-10-03	ébauche	Nouill	14	17	82	1	https://fr.wikipedia.org/wiki/Université_de_Linz	7	569	2	1
0	2017-12-12		Bundesadler	9	19	66	1	https://it.wikipedia.org/wiki/Università_di_Linz	11	480	5	1
0	2009-08-12		Salamander724	12	24	23	0	https://ko.wikipedia.org/wiki/린츠_대학교	17	440	1	0
0	2019-04-17		Margoz	4	4	115	2	https://pl.wikipedia.org/wiki/Uniwersytet_Johannesa_Keplera_w_Linzu	1	908	1	2
0	2021-04-27		Kaktus Kid	2	3	61	1	https://pt.wikipedia.org/wiki/Universidade_de_Linz	1	421	2	1
0	2018-12-01		78.37.192.17	11	15	115	3	https://ru.wikipedia.org/wiki/Линцский_университет	4	1467	1	3
0	2015-09-01		MirkoS18	3	3	26	1	https://sh.wikipedia.org/wiki/Univerzitet_Johanna_Keplera_u_Linzu	1	202	3	1
0	2015-12-08		Lsjbot	9	12	29	1	https://sv.wikipedia.org/wiki/Johannes_Kepler_Universität_Linz	6	197	2	1
0	2018-09-10		Isko1901	2	2	133	0	https://tl.wikipedia.org/wiki/Unibersidad_ng_Linz_Johannes_Kepler	1	922	0	0
0	2012-04-25		Romanbibwiss	8	13	181	3	https://uk.wikipedia.org/wiki/Лінцський_університет	5	2290	3	3
0	2018-09-24		Aragakismile	20	71	49	10	https://zh.wikipedia.org/wiki/约翰·开普勒林茨大学	24	3921	11	11
0	2004-12-11	Start	155.245.50.162	105	150	667	3	https://en.wikipedia.org/wiki/University_of_Salzburg	50	4744	7	3
0	2016-07-17	???	Mervat	10	34	241	1	https://ar.wikipedia.org/wiki/جامعة_سالزبورغ	17	2838	7	1
0	2020-02-22		Raafat	3	7	31	3	https://arz.wikipedia.org/wiki/جامعة_سالزبورج	5	319	6	3
0	2021-08-24		ElisavetaIvanova	2	3	90	1	https://be.wikipedia.org/wiki/Зальцбургскі_ўніверсітэт	2	1384	4	1
0	2012-11-11		Lenka64	19	26	107	1	https://cs.wikipedia.org/wiki/Univerzita_Salcburk	16	927	4	1
42	2004-07-07		195.3.113.38	224	478	2233	52	https://de.wikipedia.org/wiki/Universität_Salzburg	172	20150	22	65
0	2012-05-25		Gaudio	11	13	55	0	https://es.wikipedia.org/wiki/Universidad_de_Salzburgo	10	381	2	0
0	2017-01-20		Estopedist1	2	2	19	0	https://et.wikipedia.org/wiki/Salzburgi_Ülikool	0	154	1	0
0	2011-08-19		Sahehco	11	27	218	2	https://fa.wikipedia.org/wiki/دانشگاه_زالتسبورگ	21	2336	6	2
0	2007-05-08	ébauche	68.215.98.217	23	25	81	0	https://fr.wikipedia.org/wiki/Université_de_Salzbourg	15	588	7	0
0	2017-11-09		O'micron	5	14	339	8	https://hy.wikipedia.org/wiki/Զալցբուրգի_համալսարան	1	5197	4	8
0	2019-01-14		Danu Widjajanto	1	3	137	0	https://id.wikipedia.org/wiki/Universitas_Salzburg	0	1302	2	0
0	2009-02-20		193.205.81.1	29	32	135	1	https://it.wikipedia.org/wiki/Università_di_Salisburgo	17	1002	5	1
0	2010-12-06		Utilo	10	12	126	3	https://la.wikipedia.org/wiki/Universitas_Salisburgensis	5	1006	3	3
0	2014-07-06		Bdx	5	9	71	1	https://lb.wikipedia.org/wiki/Universität_Salzburg	8	502	2	1
0	2019-04-17		Margoz	6	7	87	2	https://pl.wikipedia.org/wiki/Uniwersytet_w_Salzburgu	1	733	1	3
0	2007-10-26		OP4	14	16	53	0	https://pt.wikipedia.org/wiki/Universidade_de_Salzburgo	12	353	2	0
0	2020-03-13		Mihai Andrei	2	8	53	1	https://ro.wikipedia.org/wiki/Universitatea_din_Salzburg	1	401	1	1
0	2013-08-21		Schekinov Alexey Victorovich	11	24	119	1	https://ru.wikipedia.org/wiki/Зальцбургский_университет	7	1617	5	1
0	2017-03-27		MirkoS18	2	4	103	0	https://sh.wikipedia.org/wiki/Univerzitet_u_Salzburgu	1	760	2	0
0	2019-05-09		Isko1901	3	3	108	0	https://tl.wikipedia.org/wiki/Unibersidad_ng_Salzburg	2	836	0	0
0	2008-07-31	Başlangıç	Ozkande	24	38	316	0	https://tr.wikipedia.org/wiki/Salzburg_Üniversitesi	13	2774	4	0
0	2012-04-25		Romanbibwiss	11	15	129	3	https://uk.wikipedia.org/wiki/Зальцбурзький_університет	7	1793	5	4
0	2016-10-29		Allenkong11	6	9	30	1	https://zh.wikipedia.org/wiki/萨尔茨堡大学	3	1112	4	1
42	2004-12-11	C	155.245.50.162	199	415	528	27	https://en.wikipedia.org/wiki/TU_Wien	82	3854	10	31
0	2018-10-12	بذرة	Mr. Ibrahem	6	21	56	8	https://ar.wikipedia.org/wiki/الجامعة_التقنية_في_فيينا	17	574	2	11
0	2020-02-26		Raafat	3	8	49	3	https://arz.wikipedia.org/wiki/الجامعة_التقنيه_فى_فيينا	5	448	6	3
0	2017-09-02		Maxeeder	3	9	58	0	https://azb.wikipedia.org/wiki/وین_تکنولوژی_بیلیم‌یوردو	4	804	2	0
0	2013-04-01		178.124.19.211	7	10	178	0	https://be.wikipedia.org/wiki/Венскі_тэхнічны_ўніверсітэт	4	2349	3	0
0	2014-02-27		Nk	9	20	60	2	https://bg.wikipedia.org/wiki/Виенски_технически_университет	10	844	4	2
0	2015-12-29		Lsjbot	3	8	199	10	https://ceb.wikipedia.org/wiki/Technische_Universität_Wien	1	1341	3	13
0	2015-07-03		Davcza	12	18	97	2	https://cs.wikipedia.org/wiki/Technická_univerzita_Vídeň	10	659	5	2
0	2008-01-12		CarinaT	26	31	108	2	https://da.wikipedia.org/wiki/Wien_Tekniske_Universitet	20	795	4	2
61	2003-02-26		128.131.95.98	302	610	840	45	https://de.wikipedia.org/wiki/Technische_Universität_Wien	198	7922	14	46
0	2019-09-22		Kani	7	17	92	4	https://eo.wikipedia.org/wiki/Teknika_Universitato_(Vieno)	4	667	3	4
0	2016-04-20		Je7roi	9	13	83	1	https://es.wikipedia.org/wiki/Universidad_Técnica_de_Viena	2	536	3	1
0	2017-01-13		Estopedist1	4	5	39	0	https://et.wikipedia.org/wiki/Viini_Tehnikaülikool	2	337	2	0
0	2010-05-28		سخ	23	60	200	3	https://fa.wikipedia.org/wiki/دانشگاه_فنی_وین	38	1938	5	3
0	2009-04-29		Ulrika	13	14	93	3	https://fi.wikipedia.org/wiki/Wienin_teknillinen_yliopisto	9	833	4	3
0	2007-05-08	ébauche	68.215.98.217	40	53	138	0	https://fr.wikipedia.org/wiki/Université_technique_de_Vienne	29	1035	6	0
0	2016-04-20		Bluestone Beagle	7	13	86	0	https://gl.wikipedia.org/wiki/Universidade_Técnica_de_Viena	5	587	3	0
0	2021-10-20	???	LuCkY	3	6	248	0	https://hu.wikipedia.org/wiki/Bécsi_Műszaki_Egyetem	0	2001	5	0
0	2017-11-27		Vardanyan Anahit	4	13	315	10	https://hy.wikipedia.org/wiki/Վիեննայի_տեխնիկական_համալսարան	2	5068	8	11
0	2020-02-03		Willy2000	3	4	90	1	https://id.wikipedia.org/wiki/Universitas_Teknologi_Wina	2	702	2	3
0	2012-06-10		80.180.15.232	38	71	380	6	https://it.wikipedia.org/wiki/Università_tecnica_di_Vienna	23	2760	9	6
0	2008-05-04		Tuwien	19	27	5	0	https://ja.wikipedia.org/wiki/ウィーン工科大学	11	544	3	0
0	2017-07-31		Sangjinhwa	5	14	44	0	https://ko.wikipedia.org/wiki/빈_공과대학교	11	554	1	0
0	2014-01-27		Romaine	9	14	523	0	https://nl.wikipedia.org/wiki/Technische_Universiteit_Wenen	4	3858	1	0
0	2009-07-13		Gaj777	35	64	160	0	https://pl.wikipedia.org/wiki/Uniwersytet_Techniczny_w_Wiedniu	22	1220	4	0
0	2013-03-27		Kaktus Kid	10	16	78	0	https://pt.wikipedia.org/wiki/Universidade_Técnica_de_Viena	2	505	2	0
0	2011-06-19		Mihai Andrei	8	11	41	1	https://ro.wikipedia.org/wiki/Universitatea_Tehnică_din_Viena	7	315	4	1
0	2008-07-06		Monfornot	47	87	338	2	https://ru.wikipedia.org/wiki/Венский_технический_университет	26	4797	8	2
0	2015-09-01		MirkoS18	5	8	38	0	https://sh.wikipedia.org/wiki/Tehnološki_univerzitet_u_Beču	2	281	2	0
0	2015-01-11		Arbrixv	3	6	57	0	https://sq.wikipedia.org/wiki/Universiteti_Teknik_i_Vienës	3	444	1	0
0	2007-12-14		Cyanide~svwiki	22	26	47	0	https://sv.wikipedia.org/wiki/Technische_Universität_Wien	14	329	2	0
0	2018-03-06		Isko1901	4	5	107	2	https://tl.wikipedia.org/wiki/TU_Wien	2	732	1	2
0	2009-05-18	Başlangıç	160.75.202.232	43	86	109	0	https://tr.wikipedia.org/wiki/Viyana_Teknik_Üniversitesi	15	977	3	0
0	2012-06-12		Yelysavet	16	31	110	7	https://uk.wikipedia.org/wiki/Віденський_технічний_університет	12	1457	3	8
0	2013-09-05		YangYou	18	36	29	0	https://zh.wikipedia.org/wiki/維也納工業大學	18	923	6	0
0	2005-01-17	Start	PZFUN	81	201	548	5	https://en.wikipedia.org/wiki/University_of_Natural_Resources_and_Life_Sciences,_Vienna	57	4182	7	5
0	2020-03-04		Raafat	3	6	44	5	https://arz.wikipedia.org/wiki/جامعة_الموارد_الطبيعيه_وعلوم_الحياه	4	450	5	5
0	2017-09-02		Maxeeder	4	10	59	0	https://azb.wikipedia.org/wiki/بودن‌کولتور_وین_بیلیم‌یوردو	5	788	3	0
0	2021-08-14		ElisavetaIvanova	3	5	160	1	https://be.wikipedia.org/wiki/Венскі_прыродазнаўчы_ўніверсітэт	3	2234	3	1
45	2003-12-30		138.232.156.13	261	539	886	15	https://de.wikipedia.org/wiki/Universität_für_Bodenkultur_Wien	207	8426	18	15
0	2014-07-13		Navas3484	15	58	266	1	https://fa.wikipedia.org/wiki/دانشگاه_بودن‌کولتور_وین	12	2620	6	1
0	2010-12-21		Sutili	9	12	58	0	https://pt.wikipedia.org/wiki/Universität_für_Bodenkultur	3	411	0	0
0	2004-12-11	Stub	155.245.50.162	38	57	142	1	https://en.wikipedia.org/wiki/University_of_Veterinary_Medicine_Vienna	17	1231	5	1
0	2020-03-05		Raafat	3	7	37	3	https://arz.wikipedia.org/wiki/جامعة_الطب_البيطرى_فيينا	4	350	5	3
0	2021-08-14		ElisavetaIvanova	2	4	58	1	https://be.wikipedia.org/wiki/Венскі_ўніверсітэт_ветэрынарнай_медыцыны	3	815	3	1
0	2008-01-13		CarinaT	5	8	132	0	https://da.wikipedia.org/wiki/Wien_Veterinærmedicinske_Universitet	5	1064	3	0
0	2005-04-30		Wdvorak	100	192	1997	28	https://de.wikipedia.org/wiki/Veterinärmedizinische_Universität_Wien	79	17464	20	28
0	2022-04-18		Арсенич	1	1	229	0	https://ru.wikipedia.org/wiki/Венский_университет_ветеринарной_медицины	0	3577	3	0
89	2002-05-23	Start	Peterlin~enwiki	476	731	2538	17	https://en.wikipedia.org/wiki/University_of_Vienna	216	16608	19	21
0	2017-05-06		Voyageur	2	13	144	1	https://af.wikipedia.org/wiki/Universiteit_van_Wene	10	970	1	1
0	2012-02-17	???	محمد مختاري	32	89	79	11	https://ar.wikipedia.org/wiki/جامعة_فيينا	48	874	4	11
0	2010-07-01		Ramsis II	17	26	128	5	https://arz.wikipedia.org/wiki/جامعة_فيينا	21	1346	1	5
0	2018-02-24		Tradubot	8	32	556	2	https://ast.wikipedia.org/wiki/Universidá_de_Viena	30	3720	5	4
0	2015-10-03		Cekli829	6	13	50	16	https://az.wikipedia.org/wiki/Vyana_Universiteti	3	431	6	16
0	2017-09-02		Maxeeder	2	10	65	0	https://azb.wikipedia.org/wiki/وین_بیلیم‌یوردو	4	899	1	0
0	2016-04-06		АЙБИКӘ	5	6	416	1	https://ba.wikipedia.org/wiki/Вена_университеты	2	5739	10	1
0	2011-07-20		178.126.78.166	18	29	77	1	https://be.wikipedia.org/wiki/Венскі_ўніверсітэт	15	1058	4	1
0	2007-08-18		Ивелин	40	74	104	1	https://bg.wikipedia.org/wiki/Виенски_университет	45	1338	6	2
0	2010-05-25		Gautam.pln	22	41	152	3	https://bn.wikipedia.org/wiki/ভিয়েনা_বিশ্ববিদ্যালয়	24	3259	3	3
0	2006-04-15		193.170.75.132	35	64	94	0	https://bs.wikipedia.org/wiki/Univerzitet_u_Beču	53	616	3	0
0	2007-05-28		Kippelboy	46	66	145	2	https://ca.wikipedia.org/wiki/Universitat_de_Viena	47	908	3	2
0	2015-12-29		Lsjbot	2	6	179	11	https://ceb.wikipedia.org/wiki/Universität_Wien	1	1190	3	14
0	2006-11-30		Mistvan	66	97	719	3	https://cs.wikipedia.org/wiki/Vídeňská_univerzita	68	5473	8	3
0	2006-09-26		84.162.231.163	31	52	17	0	https://cy.wikipedia.org/wiki/Prifysgol_Fienna	40	133	2	0
0	2007-10-01		CarinaT	40	59	366	0	https://da.wikipedia.org/wiki/Wien_Universitet	51	2555	4	0
82	2004-01-30		Arved	561	1228	1577	23	https://de.wikipedia.org/wiki/Universität_Wien	365	13653	29	27
0	2015-07-05		V-astro	14	19	1960	7	https://el.wikipedia.org/wiki/Πανεπιστήμιο_της_Βιέννης	10	24414	18	7
0	2011-06-19		Giorno2	15	71	86	0	https://eo.wikipedia.org/wiki/Universitato_de_Vieno	11	597	7	0
0	2004-03-20		Joseaperez	79	124	643	3	https://es.wikipedia.org/wiki/Universidad_de_Viena	78	4143	5	5
0	2012-05-18		Oop	8	8	67	2	https://et.wikipedia.org/wiki/Viini_Ülikool	6	499	2	2
0	2009-08-29		Xabitxu	21	30	90	0	https://eu.wikipedia.org/wiki/Vienako_Unibertsitatea	27	698	1	0
