grid_id	(No column name)
grid.416153.4	3224
grid.9670.8	3432
grid.415546.7	26
grid.440866.8	253
grid.440602.4	197
grid.421443.4	47
grid.419816.3	142
grid.496519.6	88
grid.78041.3a	188
grid.506473.3	7
grid.440616.1	60
grid.413092.d	168
grid.425021.0	5
grid.495994.c	3
grid.503053.0	1
grid.484401.d	1
grid.435704.1	1
grid.437972.c	5
grid.494715.a	17
grid.433533.1	4
grid.423354.7	4
grid.507589.6	6
grid.511937.8	4
grid.420999.f	14
grid.419834.3	20
grid.488213.4	81
grid.495816.7	21
grid.512605.5	14
grid.434501.7	1
grid.507560.1	106
grid.414698.6	1093
grid.440802.a	600
grid.412906.8	603
grid.457625.7	283
grid.464443.5	420
grid.453378.e	1
grid.481086.3	1
grid.479339.3	4
grid.433207.1	4
grid.470336.5	4
grid.17380.3d	4
grid.500206.1	1
grid.463864.b	21
grid.503282.e	52
grid.508855.5	2
grid.497636.9	3
grid.488693.8	1
grid.280816.5	2
grid.429904.2	2
grid.473897.6	32
grid.477719.b	120
grid.466704.7	88
grid.494562.8	89
grid.432080.d	4
grid.424400.6	134
grid.413077.6	670
grid.419509.0	1278
grid.410857.f	48
grid.420618.9	30
grid.477084.8	200
grid.462782.d	1
grid.509444.8	1
grid.433255.6	2
grid.489151.0	1
grid.476415.5	1
grid.424909.2	1
grid.477549.c	1
grid.426887.7	9
grid.512208.c	34
grid.436139.a	6
grid.425256.2	3
grid.499483.b	2
grid.468124.d	4
grid.432373.2	46
grid.459521.e	120
grid.472546.6	31
grid.512676.1	121
grid.421091.f	8
grid.462412.7	255
grid.452903.9	106
grid.509354.e	111
grid.482265.f	363
grid.411631.0	1080
grid.411387.8	150
grid.507871.c	271
grid.500722.2	1
grid.467717.4	5
grid.441260.5	2
grid.422409.9	1
grid.420428.8	16
grid.504790.f	1
grid.476483.a	6
grid.280559.3	2
grid.487823.2	7
grid.469573.a	3
grid.426040.4	17
grid.472257.1	7
grid.473658.b	33
grid.495503.e	3
grid.479284.4	6
grid.428917.1	5
grid.418170.b	533
grid.497524.9	82
grid.488640.6	151
grid.433837.8	1966
grid.411361.0	457
grid.472010.0	35
grid.468995.f	2
grid.437532.4	2
grid.416361.7	2
grid.433285.b	1
grid.441110.1	1
grid.437447.7	1
grid.426272.7	13
grid.507814.f	20
grid.449419.5	14
grid.450382.8	1
grid.476354.7	2
grid.462740.3	2
grid.454123.5	14
grid.425106.4	246
grid.445700.2	106
grid.443007.4	129
grid.467981.5	74
grid.413378.a	25
grid.11166.31	2871
grid.412870.8	320
grid.423417.7	10
grid.430949.3	20
grid.411240.2	43
grid.512597.d	23
grid.417590.e	2
grid.467208.f	5
grid.510350.2	3
grid.465727.5	5
grid.511275.5	6
grid.428803.5	7
grid.445230.4	1
grid.497262.c	9
grid.510487.f	20
grid.489111.4	9
grid.472329.9	26
grid.502228.f	2
grid.424627.1	5
grid.454116.3	39
grid.411452.7	104
grid.412573.6	5928
grid.440801.9	1049
grid.511753.4	71
grid.413141.2	176
grid.414455.5	1
grid.449882.b	1
grid.448202.8	1
grid.506760.2	3
grid.502741.5	1
grid.427481.c	4
grid.468868.c	11
grid.460045.3	23
grid.510072.1	13
grid.481892.e	5
grid.474248.9	6
grid.487186.4	58
grid.45202.31	951
grid.454865.e	1632
grid.509698.b	4
grid.417214.5	25
grid.462320.1	19
grid.427473.1	11
grid.468430.d	1
grid.478180.2	2
grid.504226.7	3
grid.449327.f	246
grid.20561.30	6356
grid.421223.4	268
grid.417313.3	128
grid.444640.6	11
grid.490513.a	13
grid.471046.0	158
grid.412180.e	1632
grid.418375.c	880
grid.446041.3	49
grid.429110.f	78
grid.473449.9	109
grid.475094.b	1
grid.487021.8	9
grid.460256.3	1
grid.488184.9	16
grid.453164.1	1
grid.505225.5	5
grid.468215.c	1
grid.445393.c	68
grid.446047.5	274
grid.488141.0	72
grid.472765.5	9
grid.438454.a	2
grid.446930.c	4
grid.255496.9	754
grid.416955.a	115
grid.415933.9	242
grid.434251.5	146
grid.419496.7	170
grid.411527.4	1030
grid.494292.0	1
grid.465056.4	1
grid.496721.f	5
grid.475051.2	4
grid.471261.7	3
grid.437384.f	2
grid.492766.8	7
grid.300952.d	1
grid.436964.a	8
grid.472534.3	2
grid.502934.9	4
grid.460696.b	6
grid.441989.9	5
grid.460028.8	1
grid.483995.a	262
grid.417905.e	100
grid.442507.0	8
grid.482875.4	11
grid.435744.5	3
grid.425005.6	28
grid.508381.7	674
grid.436987.7	25
grid.512606.6	44
grid.427775.4	2
grid.511653.5	40
grid.436094.c	27
grid.444288.6	204
grid.411900.d	1366
grid.419247.d	1101
grid.423077.5	194
grid.464773.5	214
grid.443038.8	3
grid.475801.f	3
grid.510114.0	7
grid.504322.2	3
grid.476468.f	3
grid.478002.9	2
grid.486114.e	1
grid.471489.7	88
grid.460865.9	13
grid.434813.9	12
grid.487170.d	12
grid.454999.c	2
grid.1403.6	38
grid.463945.9	225
grid.476538.b	33
grid.440181.8	260
grid.411513.3	710
grid.494922.0	32
grid.419012.f	319
grid.487212.a	3
grid.466245.7	7
grid.434249.c	3
grid.413911.f	1
grid.509960.3	2
grid.470981.3	1
grid.463515.0	1
grid.429411.b	8
grid.423510.1	26
grid.426371.5	35
grid.479280.0	1
grid.445004.1	7
grid.463994.5	178
grid.1042.7	1929
grid.5337.2	22719
grid.263832.e	34
grid.510944.d	17
grid.491881.d	51
grid.512601.1	115
grid.411946.f	255
grid.449216.c	70
grid.28312.3a	2516
grid.33236.37	1583
grid.494924.6	1527
grid.441278.c	8
grid.448446.e	4
grid.478548.2	6
grid.484161.e	15
grid.452360.6	4
grid.463043.6	6
grid.455813.e	5
grid.480412.b	2
grid.489228.d	1
grid.417820.8	153
grid.428690.1	33
grid.473263.7	71
grid.36212.34	122
grid.442360.7	35
grid.433812.f	9
grid.435203.3	113
grid.494906.6	14
grid.411764.1	3274
grid.420050.3	163
grid.415987.6	37
grid.420763.4	64
grid.510203.5	15
grid.431297.a	1
grid.507976.a	9
grid.428847.5	4
grid.416129.9	1
grid.461110.3	15
grid.426127.4	4
grid.414483.e	18
grid.497538.4	28
grid.414669.8	6
grid.434417.1	7
grid.280735.b	39
grid.508371.8	243
grid.511882.7	24
grid.444725.4	374
grid.472291.b	95
grid.17423.33	1743
grid.475468.c	13
grid.446454.3	3
grid.512046.4	7
grid.505141.4	2
grid.422886.2	2
grid.499149.8	2
grid.470197.c	10
grid.426002.2	24
grid.453001.3	5
grid.504833.9	1
grid.20678.3b	4
grid.452699.5	24
grid.496524.8	17
grid.445535.6	14
grid.467405.4	57
grid.456691.9	3
grid.490426.d	2
grid.89170.37	4388
grid.449062.d	181
grid.464241.1	375
grid.424163.6	21
grid.506023.2	43
grid.492041.a	10
grid.474876.e	6
grid.465508.a	394
grid.412316.3	149
grid.482418.3	30
grid.413877.e	11
grid.435295.c	224
grid.492579.4	1
grid.485819.9	1
grid.510874.f	1
grid.506547.5	1
grid.427168.e	1
grid.490104.8	14
grid.451737.3	8
grid.300330.3	6
grid.468687.3	1
grid.471976.a	2
grid.455230.5	2
grid.485626.b	6
grid.508021.e	3
grid.435862.e	4
grid.471218.9	22
grid.502821.c	1
grid.468761.a	8
grid.412103.5	818
grid.443369.f	1639
grid.494663.a	146
grid.489323.7	51
grid.466957.f	31
grid.410330.5	45
grid.422241.3	2
grid.422879.2	6
grid.467727.7	12
grid.458558.1	8
grid.478400.f	1
grid.442294.d	8
grid.494826.5	2
grid.477088.4	3
grid.495844.0	54
grid.414718.f	67
grid.464511.3	23
grid.476259.b	46
grid.440061.7	16
grid.502122.6	141
grid.462576.4	404
grid.452561.1	470
grid.414897.7	48
grid.452592.d	111
grid.421564.0	3
grid.446228.e	2
grid.437997.7	1
grid.443800.b	1
grid.466969.2	1
grid.511868.3	1
grid.414851.d	1
grid.434966.a	1
grid.473058.d	2
grid.460490.f	5
grid.432119.c	3
grid.506482.d	1
grid.461544.6	1
grid.509827.1	4
grid.433408.8	12
grid.428562.f	1
grid.462241.7	2
grid.488459.c	4
grid.460071.4	3
grid.506512.5	48
grid.494730.d	2
grid.506341.5	8
grid.486808.a	16
grid.421099.7	23
grid.480928.f	5
grid.472040.5	11
grid.444329.c	93
grid.510043.3	32
grid.414895.5	297
grid.481466.9	42
grid.465287.a	268
grid.489143.3	2
grid.420683.b	1
grid.417010.3	457
grid.428153.9	3
grid.503361.2	6
grid.494398.b	17
grid.432605.6	10
grid.499273.2	2
grid.10417.33	14580
grid.448741.a	397
grid.254041.6	334
grid.510499.0	130
grid.416155.2	94
grid.417096.d	135
grid.424391.9	2
grid.506055.3	5
grid.430336.1	6
grid.490316.9	3
grid.494776.f	1
grid.507934.c	42
grid.488570.6	42
grid.474642.7	16
grid.419143.a	21
grid.466757.1	1
grid.488642.4	2
grid.414688.7	67
grid.418110.d	591
grid.263870.8	121
grid.424404.2	402
grid.412042.1	1447
grid.490781.3	36
grid.490112.f	8
grid.494656.c	5
grid.508751.e	2
grid.480650.f	1
grid.470389.1	6
grid.509580.1	51
grid.510395.b	12
grid.410742.4	27
grid.468881.b	20
grid.471151.7	6
grid.476679.d	33
grid.459771.9	6
grid.483659.5	15
grid.461836.e	41
grid.473351.7	2
grid.444194.8	61
grid.16989.3f	171
grid.497403.d	535
grid.495273.e	19
grid.410995.0	204
grid.510447.3	3072
grid.253990.4	64
grid.491045.d	3
grid.424059.e	3
grid.465145.7	1
grid.441559.8	3
grid.442601.5	4
grid.449323.b	12
grid.465932.f	2
grid.442450.3	5
grid.497973.7	5
grid.453470.1	6
grid.422425.7	5
grid.415260.4	18
grid.422552.6	17
grid.497097.4	13
grid.488959.1	28
grid.512147.4	37
grid.496956.1	7
grid.463357.0	47
grid.418965.7	150
grid.448881.9	590
grid.430269.a	666
grid.440860.e	659
grid.5591.8	5456
grid.483837.3	1
grid.434792.f	1
grid.474905.b	11
grid.488196.a	45
grid.195094.0	40
grid.444613.0	3
grid.466232.7	16
grid.509995.9	6
grid.443909.3	11489
grid.418071.b	14
grid.494709.7	35
grid.464028.c	20
grid.462883.3	11
grid.421046.5	14
grid.412580.a	1742
grid.484035.e	65
grid.499789.2	7
grid.410848.1	24
grid.436848.5	6
grid.493407.d	14
grid.421135.0	2
grid.479126.f	10
grid.430115.2	1
grid.469630.e	6
grid.466892.7	2
grid.476009.c	1
grid.431376.4	3
grid.462934.e	417
grid.419167.c	974
grid.258041.a	1665
grid.451388.3	2480
grid.419595.5	126
grid.472033.1	20
grid.463412.6	5
grid.459297.4	1
grid.500339.c	2
grid.460398.0	1
grid.478166.a	7
grid.497219.0	6
grid.456434.4	8
grid.434075.1	1
grid.478618.4	5
grid.480357.d	1
grid.496727.9	10
grid.511892.6	8
grid.499328.d	21
grid.443787.b	13
grid.482555.b	16
grid.496023.a	1
grid.457169.8	313
grid.414852.e	730
grid.416376.1	150
grid.267457.5	1059
grid.450334.5	60
grid.492911.6	6
grid.484125.e	1
grid.280953.5	1
grid.470318.9	1
grid.424234.7	4
grid.479781.4	11
grid.427477.5	5
grid.482485.7	3
grid.489658.e	1
grid.465642.7	1
grid.510579.f	1
grid.501492.b	46
grid.505856.b	11
grid.449144.8	9
grid.415336.6	69
grid.492568.4	34
grid.505560.3	1
grid.10400.35	1754
grid.451204.6	88
grid.440621.5	577
grid.484148.5	53
grid.449584.0	6
grid.442997.5	14
grid.503123.6	1
grid.458806.7	68
grid.465981.7	2
grid.498399.6	1
grid.494550.9	7
grid.452769.b	53
grid.478357.a	18
grid.415342.5	1
grid.466326.3	5
grid.497563.a	2
grid.496838.8	3
grid.419423.9	397
grid.491541.c	5
grid.419113.f	57
grid.452042.5	81
grid.280878.d	31
grid.464258.9	262
grid.507855.a	12
grid.413782.b	98
grid.472922.8	73
grid.502174.5	46
grid.507893.0	43
grid.497451.a	1
grid.470185.f	1
grid.467344.6	3
grid.483982.c	3
grid.447145.7	1
grid.509690.3	1
grid.496367.9	1
grid.484700.f	38
grid.420394.8	3
grid.482516.c	2
grid.448468.2	2
grid.455724.5	1
grid.460165.0	1
grid.460510.6	2
grid.473678.9	17
grid.414281.a	65
grid.414283.8	28
grid.492631.b	6
grid.452418.e	3
grid.411124.3	1609
grid.416318.9	33
grid.453275.2	315
grid.419604.e	1247
grid.435279.e	63
grid.437985.4	3
grid.494652.8	1
grid.439858.b	2
grid.477027.1	3
grid.506064.1	5
grid.437430.7	1
grid.432276.6	1
grid.463117.6	9
grid.438506.c	7
grid.490452.e	4
grid.416202.3	6
grid.281663.8	4
grid.471321.2	12
grid.452854.a	7
grid.477887.3	23
grid.482652.f	3
grid.11162.35	1998
grid.425493.d	269
grid.502755.0	10
grid.512743.6	45
grid.489952.b	13
grid.448459.0	21
grid.413917.9	19
grid.414410.4	89
grid.477805.9	247
grid.448269.5	1
grid.512957.d	183
grid.475493.8	1
grid.424108.b	8
grid.449058.4	7
grid.494670.8	20
grid.508671.d	17
grid.493296.3	2
grid.471161.4	1
grid.477854.d	47
grid.511941.9	14
grid.463452.2	8
grid.422756.0	30
grid.444564.3	6
grid.446742.7	4
grid.412127.3	1447
grid.413897.0	236
grid.411679.c	1356
grid.443862.f	266
grid.442132.2	483
grid.467492.a	10
grid.433447.3	1
grid.507350.4	1
grid.498045.4	4
grid.493317.b	10
grid.425468.9	7
grid.494643.8	5
grid.482830.5	6
grid.487425.8	13
grid.504062.5	1
grid.425033.3	123
grid.507451.2	5
grid.459922.1	68
grid.488133.5	2
grid.450644.7	7
grid.453858.7	3
grid.17374.36	244
grid.449409.4	272
grid.26194.38	113
grid.416257.3	967
grid.410337.2	658
grid.412719.8	371
grid.470259.d	1
grid.495776.e	3
grid.431693.a	1
grid.488709.a	8
grid.504508.c	1
grid.436338.9	2
grid.481904.0	1
grid.473690.f	3
grid.491282.4	1
grid.463399.2	11
grid.489707.5	4
grid.445865.e	5
grid.429652.e	3
grid.469429.4	9
grid.435847.9	10
grid.439737.d	126
grid.487860.5	39
grid.426471.2	37
grid.461872.e	83
grid.258986.8	59
grid.459371.d	60
grid.441752.1	21
grid.411772.6	115
grid.420044.6	1888
grid.416665.6	950
grid.419194.0	419
grid.414478.a	92
grid.504312.1	1
grid.479431.c	5
grid.437065.3	12
grid.474992.5	1
grid.493395.1	5
grid.498140.0	1
grid.491919.d	3
grid.420502.1	34
grid.421305.1	48
grid.480137.9	18
grid.462147.2	16
grid.431696.f	1
grid.442119.b	4
grid.415191.9	109
grid.417935.d	2346
grid.440462.0	327
grid.425943.d	8
grid.471581.e	36
grid.466933.d	127
grid.474034.0	4
grid.507157.1	3
grid.435073.6	3
grid.483225.a	1
grid.421200.5	1
grid.470173.6	3
grid.432419.9	24
grid.442369.e	9
grid.502770.7	11
grid.489896.2	8
grid.457055.6	184
grid.507043.5	155
grid.444199.5	5
grid.465946.c	3
grid.425120.0	9
grid.502251.1	4
grid.415261.5	231
grid.497741.8	16
grid.489135.2	4
grid.454139.e	2
grid.461465.4	6
grid.441467.4	11
grid.479674.f	2
grid.258410.a	3
grid.443117.4	4
grid.471182.9	1
grid.491688.a	4
grid.420664.2	3
grid.445532.1	3
grid.438611.9	2
grid.437764.5	11
grid.453241.5	3
grid.481523.9	4
grid.428822.6	1
grid.488948.1	7
grid.18827.34	1
grid.424874.9	746
grid.417206.6	278
grid.473761.0	14
grid.458636.a	183
grid.488423.1	12
grid.413700.1	26
grid.460775.7	1
grid.474387.b	3
grid.469612.e	4
grid.414484.9	47
grid.491801.5	1
grid.415478.b	2
grid.477135.3	1
grid.449099.9	8
grid.508705.f	8
grid.494132.9	2
grid.429527.f	15
grid.457830.d	2
grid.502022.7	1
grid.501669.d	7
grid.465376.5	4
grid.442020.0	16
grid.466850.9	8
grid.442941.e	10
grid.510475.2	32
grid.435339.b	21
grid.412086.9	145
grid.411607.5	2268
grid.492320.e	10
grid.500527.5	73
grid.484675.c	11
grid.458116.f	1
grid.502576.3	1
grid.494333.a	1
grid.410981.5	8
grid.487252.e	2
grid.465622.1	1
grid.474768.e	2
grid.281824.5	1
grid.427100.0	3
grid.428124.9	10
grid.502981.7	5
grid.459852.7	16
grid.449773.a	18
grid.502472.6	1
grid.427137.4	6
grid.438012.c	188
grid.415609.f	157
grid.437652.1	15
grid.510735.5	6
grid.482425.d	7
grid.419629.1	57
grid.443967.b	132
grid.294071.9	479
grid.419655.a	1965
grid.440000.0	2
grid.466018.d	61
grid.433017.2	522
grid.418657.9	5
grid.503187.8	7
grid.493010.f	5
grid.474507.5	3
grid.410640.7	1
grid.445251.3	20
grid.460089.3	20
grid.507540.3	15
grid.449745.f	46
grid.445482.b	20
grid.488327.2	10
grid.464501.2	350
grid.445815.9	233
grid.462861.f	395
grid.490252.8	21
grid.493127.a	52
grid.296275.d	331
grid.423102.6	3
grid.470273.5	4
grid.498824.b	3
grid.424854.b	3
grid.508491.1	66
grid.452242.7	17
grid.453022.2	8
grid.435227.5	16
grid.470749.9	4
grid.435249.d	8
grid.415693.c	105
grid.487250.c	84
grid.464326.1	232
grid.411077.4	1012
grid.461759.8	19
grid.412003.4	120
grid.427975.a	1
grid.504846.b	5
grid.468230.b	4
grid.493571.d	1
grid.455781.a	4
grid.447189.7	1
grid.421542.4	2
grid.480314.a	9
grid.412388.4	134
grid.465035.1	28
grid.476070.2	46
grid.440533.5	22
grid.461948.6	2
grid.459409.5	506
grid.262641.5	1103
grid.512761.6	84
grid.267827.e	5831
grid.464860.8	63
grid.482919.f	62
grid.436265.0	4
grid.498734.5	1
grid.432002.7	2
grid.422682.8	1
grid.453486.8	2
grid.478498.e	3
grid.471744.5	1
grid.508956.7	4
grid.410475.3	22
grid.509919.d	19
grid.480208.6	96
grid.506925.d	77
grid.500396.9	26
grid.423048.9	6
grid.512188.7	118
grid.460767.4	9
grid.424748.9	218
grid.503336.0	41
grid.454898.c	81
grid.479108.3	32
grid.492819.f	1
grid.469575.c	10
grid.488710.2	5
grid.467173.0	4
grid.481747.9	1
grid.473948.5	3
grid.451224.4	1
grid.496824.5	79
grid.469972.7	30
grid.465672.4	6
grid.464528.9	63
grid.429365.f	9
grid.421557.0	16
grid.412238.e	930
grid.454191.c	7
grid.411487.f	521
grid.412633.1	5673
grid.473608.e	61
grid.421155.6	74
grid.468404.a	1
grid.508137.8	153
grid.462280.a	50
grid.502819.7	9
grid.499767.2	1
grid.473186.f	1
grid.492866.7	2
grid.257312.0	197
grid.462889.9	324
grid.471649.9	291
grid.452648.9	302
grid.512253.2	383
grid.454309.f	173
grid.419375.d	4
grid.496577.e	1
grid.436643.0	2
grid.462575.7	1
grid.462701.6	43
grid.493976.6	18
grid.461558.b	1
grid.463484.9	35
grid.509222.e	2
grid.462698.7	3
grid.258164.c	10204
grid.414951.c	54
grid.280766.d	20
grid.443247.2	21
grid.459377.b	67
grid.508141.9	35
grid.411695.e	248
grid.413123.6	77
grid.410784.e	537
grid.413821.d	129
grid.411774.0	306
grid.462944.9	96
grid.470276.0	2
grid.453681.d	2
grid.454862.9	2
grid.427113.2	1
grid.439319.5	1
grid.427633.7	5
grid.462789.6	3
grid.431877.e	3
grid.493425.d	4
grid.457853.8	5
grid.463442.3	2
grid.425306.6	59
grid.443975.8	13
grid.471195.f	15
grid.451627.3	11
grid.495326.f	11
grid.477617.4	24
grid.4463.5	1425
grid.411963.8	5433
grid.27446.33	4587
grid.50956.3f	7071
grid.444440.4	89
grid.435282.a	5
grid.497981.a	1
grid.505081.9	1
grid.481659.7	2
grid.503757.3	1
grid.502811.f	1
grid.464316.2	61
grid.430700.0	1
grid.502568.c	40
grid.477028.e	91
grid.418056.e	149
grid.1088.1	70
grid.500045.4	45
grid.441777.6	7
grid.475372.0	3
grid.489587.f	1
grid.511939.6	2
grid.448832.1	1
grid.485588.c	2
grid.481801.4	7
grid.488502.3	14
grid.484062.c	1
grid.439015.a	22
grid.494666.f	1
grid.484887.f	1
grid.426778.8	37
grid.412659.d	1916
grid.470181.b	147
grid.430179.8	56
grid.423080.d	22
grid.439896.9	4
grid.482671.e	1
grid.507877.a	2
grid.479122.b	4
grid.499228.c	6
grid.445742.4	4
grid.495401.d	5
grid.473217.4	1
grid.490617.d	2
grid.460721.6	2
grid.476656.0	26
grid.416146.0	4
grid.475507.4	1
grid.482304.9	1
grid.459508.5	5
grid.415721.4	326
grid.444079.a	206
grid.489489.0	1
grid.216566.0	1053
grid.267437.3	538
grid.421280.d	460
grid.452457.5	3
grid.451230.1	2
grid.423897.3	1
grid.468209.1	1
grid.437289.3	2
grid.479479.0	1
grid.507022.2	9
grid.411928.7	5
grid.503318.c	12
grid.484319.3	25
grid.511041.0	7
grid.422261.1	2
grid.415474.7	70
grid.450670.0	6
grid.508290.6	90
grid.509151.9	149
grid.436319.a	38
grid.410792.9	169
grid.422191.d	149
grid.452597.8	74
grid.198123.0	378
grid.413909.6	850
grid.411675.0	1303
grid.411217.0	1117
grid.459237.e	14
grid.479819.a	30
grid.422283.d	5
grid.435614.1	6
grid.511740.6	2
grid.453198.2	95
grid.465420.1	27
grid.512937.b	22
grid.512295.8	18
grid.457075.4	21
grid.496112.9	11
grid.415218.b	331
grid.413644.0	226
grid.471426.2	30
grid.441818.0	206
grid.477678.d	70
grid.452117.4	87
grid.421265.6	512
grid.428366.d	580
grid.446251.0	583
grid.420248.8	62
grid.410344.6	1422
grid.443933.a	30
grid.424317.7	1
grid.505869.7	2
grid.505118.8	1
grid.475472.7	1
grid.497367.8	1
grid.451413.6	1
grid.416291.9	29
grid.482978.8	1
grid.469678.2	2
grid.422460.6	5
grid.441371.4	4
grid.486840.6	12
grid.468383.2	3
grid.481619.3	32
grid.470269.e	2
grid.441852.e	10
grid.451632.7	38
grid.419233.e	332
grid.411308.f	1481
grid.460157.1	8
grid.240634.7	469
grid.460208.8	13
grid.513059.b	16
grid.485587.3	2
grid.485325.d	1
grid.451306.5	2
grid.418916.3	16
grid.470020.1	2
grid.498099.5	1
grid.468089.b	4
grid.500623.2	77
grid.507792.e	45
grid.497860.4	33
grid.500501.1	4
grid.512383.e	8
grid.446894.3	1
grid.464742.7	143
grid.471979.5	65
grid.413633.0	9
grid.473117.7	19
grid.444219.e	66
grid.476409.8	9
grid.422646.0	45
grid.428475.8	83
grid.445876.c	20
grid.512353.3	27
grid.460634.3	21
grid.424623.5	22
grid.441804.d	4
grid.491229.5	2
grid.435215.4	24
grid.433617.4	6
grid.432614.6	2
grid.481051.9	1
grid.507987.4	1
grid.431790.8	3
grid.465001.6	222
grid.442300.1	303
grid.510601.3	7
grid.512215.0	21
grid.482252.b	1126
grid.459323.a	33
grid.488428.a	4
grid.473583.e	1
grid.508829.e	1
grid.511682.9	1
grid.461006.5	13
grid.441299.3	2
grid.432607.4	1
grid.437634.1	9
grid.505044.0	1
grid.490035.b	9
grid.501318.e	30
grid.510564.3	19
grid.480288.e	15
grid.462446.6	14
grid.479389.8	8
grid.489729.9	1
grid.10784.3a	18225
grid.465543.5	745
grid.251993.5	9035
grid.509514.c	142
grid.464572.6	33
grid.429636.c	4
grid.449844.1	1
grid.467968.2	6
grid.488910.c	2
grid.429378.3	6
grid.445753.4	5
grid.424687.b	3
grid.441283.8	1
grid.503179.9	79
grid.483085.2	7
grid.448693.4	27
grid.503914.a	2
grid.441004.5	10
grid.460188.3	2
grid.420208.c	37
grid.411581.8	399
grid.267479.9	368
grid.507705.0	556
grid.438748.4	40
grid.497530.c	2570
grid.467650.6	4
grid.465113.4	13
grid.455876.d	8
grid.422782.9	3
grid.480019.4	2
grid.474670.6	1
grid.441883.2	16
grid.413138.c	49
grid.464839.4	215
grid.489680.b	19
grid.417253.6	32
grid.415547.6	49
grid.455849.1	6
grid.466924.b	258
grid.413000.6	152
grid.479969.c	1397
grid.411979.3	223
grid.424931.9	251
grid.473273.6	324
grid.437490.d	3
grid.433537.5	1
grid.440388.3	3
grid.490741.f	1
grid.444165.6	15
grid.476281.e	1
grid.476355.6	8
grid.449536.9	4
grid.421262.1	5
grid.485683.4	2
grid.412897.1	1660
grid.512646.2	53
grid.453639.e	16
grid.281217.f	7
grid.431727.4	10
grid.416533.6	74
grid.448922.1	132
grid.446171.1	715
grid.449571.a	760
grid.431223.5	3
grid.280669.3	233
grid.415481.d	324
grid.439647.b	1
grid.416086.d	8
grid.422493.a	2
grid.457631.2	1
grid.464456.1	44
grid.464659.c	32
grid.448926.5	19
grid.477624.4	3
grid.482126.b	2
grid.448117.f	11
grid.498580.8	17
grid.432511.0	45
grid.438991.e	30
grid.270474.2	173
grid.432281.e	2
grid.481805.0	57
grid.508047.e	61
grid.487151.e	83
grid.266876.b	1072
grid.264772.2	2898
grid.411765.0	1034
grid.411493.a	155
grid.491188.d	2
grid.491882.e	1
grid.466974.e	4
grid.442682.e	7
grid.449006.f	3
grid.507650.1	3
grid.422513.3	4
grid.434033.3	1
grid.501639.8	20
grid.447773.4	10
grid.471038.9	10
grid.489787.d	7
grid.507437.2	10
grid.428131.d	3
grid.420217.2	120
grid.414736.3	75
grid.477915.9	3
grid.435823.b	19
grid.459968.f	15
grid.510151.1	33
grid.433460.6	153
grid.254833.b	98
grid.415005.5	136
grid.418792.1	472
grid.415029.b	243
grid.412000.7	85
grid.420532.2	16
grid.511834.a	3
grid.463090.8	2
grid.432933.c	1
grid.494151.c	1
grid.416295.d	62
grid.415497.a	58
grid.465036.2	10
grid.435001.3	5
grid.424916.c	8
grid.453478.9	5
grid.440606.0	1114
grid.449274.8	85
grid.498584.c	16
grid.236813.d	34
grid.488811.c	6
grid.498249.a	8
grid.440405.1	399
grid.415637.2	310
grid.462850.d	207
grid.450321.1	71
grid.414005.4	174
grid.503000.6	51
grid.459776.e	2
grid.447843.8	1
grid.474452.4	1
grid.420398.4	1
grid.491990.c	26
grid.422404.4	26
grid.480056.f	8
grid.431462.6	6
grid.428308.5	1
grid.435706.3	4
grid.432476.0	5
grid.507908.3	69
grid.439464.8	9
grid.501302.5	12
grid.421568.c	34
grid.448303.8	7
grid.482476.b	1319
grid.442581.e	391
grid.491685.7	31
grid.452638.e	11
grid.410379.8	109
grid.482690.1	19
grid.443438.c	443
grid.443492.c	54
grid.450850.c	32
grid.503085.b	60
grid.504659.b	1169
grid.426524.3	5
grid.425107.5	4
grid.489636.6	9
grid.506954.b	10
grid.428869.9	2
grid.460674.7	1
grid.489213.5	16
grid.511006.3	27
grid.425705.1	9
grid.465465.0	145
grid.459465.f	4
grid.443533.6	12
grid.467162.0	179
grid.464001.7	247
grid.461612.6	277
grid.428097.0	426
grid.508704.e	46
grid.422403.3	109
grid.445641.6	1
grid.477154.4	1
grid.473857.a	7
grid.421053.1	6
grid.481822.5	18
grid.511942.a	1
grid.458538.7	2
grid.478993.8	4
grid.468205.d	52
grid.468620.e	5
grid.427243.4	11
grid.415320.1	10
grid.472944.8	45
grid.445570.7	26
grid.494538.7	129
grid.251984.3	62
grid.440435.2	1601
grid.1049.c	2752
grid.512807.9	57
grid.423652.4	47
grid.499239.c	15
grid.457063.3	22
grid.425080.b	3
grid.433287.9	4
grid.411683.9	271
grid.512911.f	55
grid.415000.0	40
grid.428168.1	1
grid.463558.9	24
grid.434929.1	15
grid.413964.d	444
grid.470599.6	20
grid.453436.3	82
grid.435063.7	256
grid.462338.8	3458
grid.455801.d	18
grid.511285.a	5
grid.418202.d	1
grid.498148.8	1
grid.477535.7	1
grid.437607.1	2
grid.499536.4	3
grid.420018.f	4
grid.480090.5	3
grid.430401.2	1
grid.504657.5	6
grid.510837.8	1
grid.440042.6	89
grid.477680.a	7
grid.488208.e	39
grid.444855.c	9
grid.508463.c	7
grid.502864.d	9
grid.453392.a	20
grid.412017.1	2315
grid.413693.a	370
grid.427753.0	7
grid.440131.3	10
grid.467225.0	1
grid.445229.c	7
grid.415554.4	4
grid.424493.c	10
grid.499756.0	1
