grid_id	(No column name)
grid.451249.f	2
grid.476814.8	4
grid.446529.8	1
grid.433160.3	43
grid.432927.9	12
grid.462634.1	189
grid.445732.3	92
grid.505989.8	37
grid.469061.c	34
grid.415124.7	156
grid.511252.0	116
grid.3532.7	1038
grid.434440.3	252
grid.419562.d	498
grid.511187.b	22
grid.430396.b	3
grid.430712.3	1
grid.436003.2	1
grid.511843.a	11
grid.424853.c	4
grid.471116.4	2
grid.476810.c	4
grid.463186.e	1
grid.420531.1	1
grid.442966.b	74
grid.417426.2	7
grid.454299.7	11
grid.501774.0	69
grid.479528.5	6
grid.512389.4	23
grid.414319.a	60
grid.419004.8	313
grid.445356.5	503
grid.259029.5	3522
grid.463942.e	352
grid.203448.9	138
grid.429448.7	3
grid.491260.8	2
grid.413167.6	14
grid.499268.8	1
grid.477706.5	14
grid.469435.9	3
grid.437216.5	3
grid.450331.0	480
grid.441970.f	128
grid.465875.d	56
grid.478020.9	13
grid.428741.c	15
grid.415396.c	11
grid.55594.38	309
grid.452529.d	36
grid.476049.8	17
grid.415633.6	217
grid.254662.1	905
grid.450998.9	1511
grid.490473.d	8
grid.472252.4	4
grid.438229.6	1
grid.451377.3	20
grid.416341.5	55
grid.483895.b	2
grid.489066.5	53
grid.501391.f	29
grid.436237.7	16
grid.415115.5	82
grid.453519.f	40
grid.454256.4	60
grid.464422.2	28
grid.464817.8	86
grid.463906.e	157
grid.412984.2	516
grid.411306.1	390
grid.419674.9	291
grid.437094.d	24
grid.452393.a	111
grid.449339.0	43
grid.414860.f	61
grid.443381.9	31
grid.413788.1	65
grid.436459.9	355
grid.470123.3	119
grid.415641.3	691
grid.476852.a	7
grid.424129.8	2
grid.508936.1	8
grid.477177.5	2
grid.465878.0	1
grid.432952.b	25
grid.436725.1	4
grid.434453.1	14
grid.435985.6	5
grid.498830.e	3
grid.465832.e	3
grid.465524.4	876
grid.445544.0	126
grid.496826.7	89
grid.484049.5	28
grid.472980.0	23
grid.467747.1	18
grid.484558.0	8
grid.449888.1	203
grid.505831.a	64
grid.412496.c	1702
grid.450009.8	360
grid.443223.0	587
grid.456743.7	2
grid.473177.1	2
grid.507963.e	1
grid.426868.6	15
grid.478514.b	6
grid.445066.5	40
grid.424912.8	7
grid.493136.a	4
grid.470813.9	4
grid.495026.c	1
grid.467690.a	27
grid.414536.1	8
grid.422967.c	8
grid.492630.a	7
grid.499397.9	3
grid.4793.9	12973
grid.470771.2	19
grid.448906.7	106
grid.493878.9	11
grid.422594.c	68
grid.411210.7	117
grid.472743.1	15
grid.464016.1	187
grid.416221.2	499
grid.488411.0	270
grid.270301.7	686
grid.255423.7	152
grid.435779.b	3
grid.507268.e	1
grid.478321.b	1
grid.462798.6	1
grid.414089.0	16
grid.424212.3	6
grid.424319.9	17
grid.453729.e	2
grid.452061.4	5
grid.467167.5	1
grid.506261.6	17204
grid.435040.6	27
grid.419973.1	599
grid.422384.b	133
grid.462208.a	233
grid.411123.4	88
grid.496856.0	2
grid.446592.8	1
grid.480527.c	1
grid.459773.b	16
grid.431378.a	167
grid.494915.4	50
grid.444742.5	21
grid.422101.4	4
grid.508030.e	9
grid.421781.9	145
grid.473813.a	445
grid.464975.d	325
grid.415636.3	242
grid.417834.d	1205
grid.512612.3	31
grid.510081.d	1
grid.415780.f	6
grid.464178.8	2
grid.468669.3	3
grid.415370.4	8
grid.493077.e	2
grid.435204.4	9
grid.445281.e	1
grid.512933.f	18
grid.433369.8	14
grid.463970.f	8
grid.468851.6	5
grid.427908.0	8
grid.417753.3	61
grid.418580.0	21
grid.452292.a	13
grid.476319.e	29
grid.492211.d	59
grid.482433.a	21
grid.413038.d	114
grid.508505.d	257
grid.455335.1	24
grid.464109.e	104
grid.439314.8	49
grid.469994.f	134
grid.8051.c	12219
grid.425938.1	388
grid.436417.3	407
grid.510787.c	21
grid.440152.6	14
grid.418943.3	37
grid.421424.5	1
grid.500880.5	11
grid.414777.6	8
grid.452403.4	8
grid.488297.8	11
grid.477701.2	3
grid.509844.4	5
grid.496936.7	3
grid.476809.4	4
grid.419679.4	2
grid.466137.1	1
grid.442269.f	100
grid.473646.4	4
grid.473132.0	25
grid.426779.9	6
grid.422335.1	8
grid.512098.7	24
grid.459882.a	28
grid.5329.d	10153
grid.77642.30	5621
grid.416305.5	59
grid.492834.0	95
grid.461700.4	3
grid.487959.e	7
grid.424096.d	1
grid.439405.f	1
grid.430764.2	9
grid.480250.b	17
grid.433546.3	14
grid.497321.a	1
grid.490739.0	10
grid.469236.c	2
grid.452348.c	53
grid.464207.3	365
grid.418263.a	401
grid.410672.6	74
grid.433877.c	113
grid.443072.6	73
grid.425963.f	14
grid.421382.e	13
grid.484383.0	1
grid.475144.7	1
grid.421633.1	2
grid.431038.d	61
grid.506818.2	1
grid.254678.a	42
grid.483499.b	72
grid.491352.8	32
grid.491232.f	19
grid.411054.5	1432
grid.437871.e	12
grid.451718.e	27
grid.417423.7	286
grid.268132.c	816
grid.438934.1	33
grid.424298.1	1
grid.482840.2	1
grid.440308.b	1
grid.493563.e	2
grid.475026.2	1
grid.436266.3	5
grid.421526.6	1
grid.477876.d	3
grid.457415.6	1
grid.463867.8	14
grid.470453.1	3
grid.443604.1	7
grid.475949.2	5
grid.450534.3	2
grid.480361.8	4
grid.466334.0	3
grid.492178.1	58
grid.512653.6	37
grid.448943.6	53
grid.458556.f	10
grid.469919.a	4
grid.438172.b	11
grid.416913.8	153
grid.411431.2	954
grid.17127.32	737
grid.29172.3f	8206
grid.413989.e	57
grid.421034.0	2
grid.454138.f	1
grid.455940.9	1
grid.442570.0	2
grid.511239.d	27
grid.462546.7	7
grid.493029.5	2
grid.423018.c	2
grid.437021.3	2
grid.495154.8	1
grid.470885.6	143
grid.500072.0	18
grid.512407.5	58
grid.450763.3	11
grid.512057.4	6
grid.465066.7	11
grid.415653.0	66
grid.427917.e	68
grid.447677.1	52
grid.512112.4	48
grid.416783.f	90
grid.437785.a	6
grid.182651.9	801
grid.417736.0	2117
grid.433367.6	72
grid.498458.c	3
grid.415420.6	33
grid.490376.f	25
grid.494445.c	1
grid.450829.2	2
grid.442104.7	8
grid.417588.7	42
grid.452989.b	1
grid.421552.5	3
grid.427328.8	1
grid.478094.6	18
grid.415974.a	13
grid.441348.e	63
grid.463034.6	24
grid.487339.2	3
grid.479461.9	12
grid.254567.7	10366
grid.411321.4	974
grid.464262.0	179
grid.449214.e	115
grid.465342.2	399
grid.420015.2	447
grid.443109.b	1
grid.417457.4	2
grid.504073.5	1
grid.469259.5	2
grid.479422.e	3
grid.465618.8	3
grid.512963.a	5
grid.508775.8	3
grid.492407.c	1
grid.506360.6	2
grid.505317.5	1
grid.436976.9	4
grid.505235.4	5
grid.423942.a	7
grid.450975.a	1
grid.413648.c	1178
grid.477093.e	48
grid.444315.3	74
grid.480324.9	4
grid.469141.f	1
grid.420669.f	7
grid.441901.9	80
grid.27729.39	733
grid.414700.6	417
grid.458493.7	1125
grid.502817.9	21
grid.453230.3	24
grid.499870.b	1
grid.467670.4	1
grid.421077.7	7
grid.490062.9	53
grid.482856.5	5
grid.465039.d	6
grid.489759.e	13
grid.453141.6	3
grid.440633.6	983
grid.412918.7	591
grid.457073.2	388
grid.440804.c	2103
grid.444322.7	106
grid.264276.3	124
grid.437045.1	3
grid.474345.5	15
grid.470296.e	5
grid.511219.f	2
grid.503044.6	3
grid.507285.d	2
grid.417491.e	13
grid.441549.9	12
grid.467263.2	17
grid.509806.2	7
grid.498501.1	6
grid.471233.0	19
grid.417031.0	429
grid.424222.0	50
grid.476364.4	60
grid.413601.1	56
grid.481209.6	2
grid.421930.d	19
grid.488053.2	4
grid.482647.b	7
grid.280807.5	520
grid.424558.a	28
grid.419323.e	78
grid.413562.7	2087
grid.410435.7	6
grid.496031.9	3
grid.493479.4	1
grid.469655.d	3
grid.504525.3	1
grid.456134.1	1
grid.490411.9	10
grid.497627.9	27
grid.441620.5	24
grid.421146.4	1
grid.503155.7	61
grid.512123.6	38
grid.412007.0	1516
grid.411355.7	446
grid.1047.2	465
grid.512554.2	196
grid.443067.2	290
grid.45083.3a	1918
grid.484482.6	52
grid.436646.5	4
grid.445299.7	3
grid.453110.2	1
grid.510839.6	1
grid.509208.6	2
grid.500622.3	4
grid.438879.9	2
grid.498056.6	3
grid.495663.b	8
grid.497336.c	2
grid.418163.9	587
grid.259009.7	93
grid.428371.b	44
grid.511760.4	17
grid.435574.4	44
grid.501976.c	5
grid.419500.9	873
grid.498688.3	13
grid.424159.f	3
grid.492676.8	10
grid.502241.0	10
grid.462464.6	10
grid.511859.1	4
grid.427027.4	1
grid.430734.7	2
grid.489595.c	1
grid.478507.9	1
grid.505829.3	4
grid.429303.f	2
grid.503370.2	11
grid.416538.d	6
grid.456971.8	1
grid.430218.c	6
grid.489318.f	85
grid.25111.36	28
grid.425369.f	14
grid.490574.b	6
grid.442103.0	11
grid.501513.3	1
grid.6936.a	31129
grid.253554.0	247
grid.449643.8	842
grid.155203.0	1243
grid.444584.d	484
grid.411407.7	4921
grid.447734.7	1
grid.497661.b	2
grid.437048.c	2
grid.483284.1	5
grid.421677.1	4
grid.428886.8	2
grid.424251.4	5
grid.503620.2	1
grid.428402.8	19
grid.489298.6	8
grid.466318.e	7
grid.443026.7	11
grid.463257.1	11
grid.459663.b	19
grid.266976.a	1832
grid.452270.6	567
grid.464283.f	32
grid.480209.7	13
grid.418728.0	35
grid.422318.e	24
grid.440569.a	301
grid.509403.b	130
grid.484067.9	90
grid.252853.b	294
grid.411949.0	421
grid.4489.1	13323
grid.427355.2	1
grid.476799.2	10
grid.468046.8	11
grid.492044.f	5
grid.463647.4	4
grid.467444.1	2
grid.488633.2	2
grid.415694.b	47
grid.442766.5	65
grid.445560.6	13
grid.490266.f	4
grid.429096.0	37
grid.463622.7	28
grid.425448.b	17
grid.467132.5	17
grid.413304.1	355
grid.495992.a	39
grid.419005.9	342
grid.489927.9	67
grid.412949.3	389
grid.440506.3	147
grid.433628.8	73
grid.13606.32	528
grid.423033.5	83
grid.412665.2	402
grid.461523.7	1
grid.506733.4	1
grid.506730.7	1
grid.430379.a	1
grid.497719.5	7
grid.510270.1	14
grid.466343.0	2
grid.509797.5	26
grid.423899.d	10
grid.426254.3	4
grid.3521.5	1811
grid.471298.1	84
grid.441644.7	32
grid.479971.5	16
grid.182618.4	35
grid.471923.a	4
grid.464204.0	192
grid.256032.0	263
grid.500230.4	24
grid.419182.7	55
grid.78780.30	140
grid.469890.a	189
grid.510634.5	1
grid.474370.3	4
grid.489694.e	1
grid.480834.3	1
grid.457243.3	2
grid.412696.e	7
grid.449857.3	14
grid.484985.c	1
grid.442011.2	10
grid.12513.34	1
grid.456528.8	2
grid.431982.5	27
grid.491200.e	6
grid.462037.4	22
grid.439652.f	3
grid.477062.0	13
grid.435097.c	11
grid.493392.6	1
grid.508276.e	18
grid.512591.b	52
grid.452940.e	80
grid.476023.4	2
grid.463427.0	65
grid.411763.6	505
grid.430109.f	125
grid.419905.0	868
grid.510467.1	51
grid.415493.e	85
grid.452629.e	2
grid.427066.1	4
grid.459163.c	2
grid.468167.a	5
grid.428350.8	1
grid.437361.4	1
grid.488462.4	94
grid.476251.3	7
grid.467613.1	1
grid.466682.8	1
grid.465513.0	6
grid.449150.d	17
grid.410791.a	311
grid.456251.1	66
grid.462031.2	235
grid.414914.d	156
grid.28056.39	10585
grid.412908.6	191
grid.487696.2	22
grid.425450.2	1
grid.482601.9	1
grid.498737.6	2
grid.460851.e	31
grid.415888.8	21
grid.478027.e	27
grid.438858.a	7
grid.510908.5	4
grid.450113.2	24
grid.430475.1	28
grid.27883.36	396
grid.499336.2	78
grid.494711.e	244
grid.417404.2	1689
grid.411545.0	7428
grid.498288.7	4
grid.441647.4	4
grid.461339.a	2
grid.435988.b	3
grid.454783.9	6
grid.459664.c	7
grid.477050.1	2
grid.450773.2	1
grid.433337.3	2
grid.453039.8	1
grid.428798.8	8
grid.459721.c	10
grid.454250.2	51
grid.460861.d	8
grid.424283.b	17
grid.432435.7	3
grid.410636.6	78
grid.445090.c	54
grid.488812.f	36
grid.501141.0	1
grid.511140.0	2
grid.464078.9	1
grid.503971.9	2
grid.415373.7	321
grid.470904.e	171
grid.472535.2	92
grid.415845.9	523
grid.450102.2	16
grid.429047.c	104
grid.447325.3	2
grid.501465.3	4
grid.477592.a	7
grid.494881.8	2
grid.495346.9	1
grid.440125.6	51
grid.444406.6	27
grid.489260.1	8
grid.418023.c	12
grid.510315.3	11
grid.413882.4	1
grid.444106.3	43
grid.469358.5	141
grid.498938.7	26
grid.419198.c	8
grid.473865.b	15
grid.464177.7	25
grid.455089.5	281
grid.418789.b	433
grid.450341.7	11
grid.453125.4	225
grid.463161.7	114
grid.411432.1	720
grid.482098.f	9
grid.491523.8	4
grid.426598.4	2
grid.20260.36	1
grid.443449.a	1
grid.439976.6	3
grid.465986.0	3
grid.480383.4	7
grid.425866.b	34
grid.506183.9	6
grid.445710.3	9
grid.448204.e	4
grid.17089.37	32798
grid.452468.9	49
grid.416452.0	140
grid.236741.5	37
grid.489926.8	20
grid.411612.1	2321
grid.413513.1	217
grid.448722.f	47
grid.418135.a	223
grid.411635.4	455
grid.419635.c	2407
grid.421414.6	1
grid.420973.b	1
grid.444762.7	15
grid.505215.6	3
grid.457129.c	1
grid.418927.1	4
grid.493016.9	1
grid.423100.4	4
grid.500277.7	33
grid.452810.a	1
grid.494091.1	6
grid.503629.b	1
grid.436053.7	2
grid.424657.6	26
grid.415827.d	39
grid.489933.c	120
grid.418806.3	62
grid.416440.3	16
grid.449575.e	57
grid.424211.0	47
grid.446033.6	623
grid.473525.2	146
grid.416056.0	118
grid.10599.34	294
grid.507636.1	548
grid.423346.4	82
grid.505690.f	3
grid.428899.6	2
grid.494965.3	1
grid.456184.a	1
grid.475145.6	1
grid.424944.b	30
grid.425778.b	7
grid.483481.2	20
grid.445955.c	5
grid.466558.c	5
grid.452211.1	2
grid.267324.6	3763
grid.67293.39	13945
grid.494941.5	11
grid.416368.e	251
grid.488205.3	36
grid.466664.0	17
grid.418827.0	516
grid.415060.6	38
grid.464349.8	197
grid.267500.6	3272
grid.507563.2	387
grid.5037.1	14257
grid.456513.0	2
grid.444655.2	2
grid.441517.2	11
grid.501456.3	2
grid.504767.7	1
grid.470289.0	37
grid.454150.1	3
grid.499891.4	20
grid.481907.3	2
grid.439686.6	1
grid.448703.c	12
grid.440962.d	175
grid.470918.3	130
grid.477404.4	47
grid.458332.b	5
grid.440330.0	103
grid.500774.1	77
grid.264756.4	26080
grid.492469.4	16
grid.419396.0	575
grid.410764.0	1849
grid.423309.f	343
grid.164971.c	4172
grid.505427.1	2
grid.501012.7	1
grid.438215.9	3
grid.444960.b	5
grid.429899.7	2
grid.424156.0	7
grid.508603.8	5
grid.420484.e	1
grid.419748.7	26
grid.477340.3	12
grid.457010.7	51
grid.472382.8	16
grid.483732.9	36
grid.511579.e	3
grid.508987.b	96
grid.459644.e	177
grid.426799.7	11
grid.414251.7	39
grid.417105.6	52
grid.444042.2	16
grid.506290.8	1
grid.437588.5	3
grid.506629.e	1
grid.435309.8	11
grid.489364.4	8
grid.459959.d	1
grid.493206.a	1
grid.432465.2	6
grid.466953.b	57
grid.425227.4	16
grid.490654.a	22
grid.464725.6	24
grid.432378.9	1
grid.412153.0	346
grid.509517.f	541
grid.415771.1	1501
grid.240324.3	6700
grid.449291.3	272
grid.12984.36	1004
grid.497195.7	1
grid.436578.b	2
grid.439960.1	1
grid.418399.e	31
grid.448175.b	1
grid.490046.f	13
grid.466294.b	5
grid.464978.0	2
grid.496037.f	1
grid.431895.2	5
grid.463506.2	33
grid.28224.3e	88
grid.416238.a	24
grid.508322.e	41
grid.461032.2	42
grid.418211.f	509
grid.426733.7	5
grid.424048.e	2578
grid.424584.b	732
grid.422690.b	54
grid.492261.a	5
grid.495142.f	3
grid.474074.4	2
grid.492417.d	1
grid.510076.5	1
grid.487969.d	3
grid.483426.f	2
grid.475538.8	7
grid.469316.f	3
grid.460845.b	4
grid.459349.6	2
grid.415673.2	12
grid.511427.4	16
grid.433374.4	57
grid.473425.3	18
grid.460792.e	26
grid.439026.a	3
grid.414734.1	409
grid.481733.a	1
grid.411589.0	491
grid.492581.3	16
grid.418425.e	5
grid.441458.8	7
grid.464714.4	2
grid.512062.2	1
grid.411562.5	313
grid.440317.5	130
grid.417889.b	455
grid.508494.4	105
grid.469836.6	251
grid.463880.1	128
grid.285945.7	17
grid.496085.6	2
grid.426460.2	2
grid.483206.b	1
grid.417441.3	2
grid.486577.f	1
grid.423316.1	11
grid.460983.0	8
grid.468108.3	19
grid.432320.4	22
grid.506487.8	17
grid.426240.6	2
grid.492851.3	122
grid.4491.8	17393
grid.416499.7	106
grid.481818.c	147
grid.466835.a	390
grid.464033.6	13
grid.438628.3	20
grid.261833.d	496
grid.459786.1	520
grid.443450.2	305
grid.411253.0	919
grid.443728.e	303
grid.435799.5	1
grid.451592.e	4
grid.503056.5	5
grid.422965.e	1
grid.485798.f	3
grid.477556.2	2
grid.483070.8	2
grid.255986.5	11372
grid.496877.3	13
grid.487142.c	62
grid.488870.b	8
grid.468790.4	36
grid.503028.c	20
grid.416249.c	83
grid.444005.1	110
grid.419994.8	355
grid.414275.1	133
grid.443412.4	1284
grid.417778.a	1815
grid.469639.7	16
grid.484071.e	13
grid.491830.7	2
grid.465072.2	3
grid.265179.e	221
grid.467522.0	9
grid.415089.1	419
grid.503029.d	3
grid.423800.d	37
grid.505960.f	1
grid.511012.6	235
grid.444858.1	545
grid.411985.0	226
grid.275559.9	4266
grid.275742.1	251
grid.502861.8	130
grid.425510.7	6
grid.477414.5	1
grid.473924.f	3
grid.456127.3	1
grid.436542.2	1
grid.456277.5	1
grid.492002.d	2
grid.438945.7	16
grid.425797.a	27
grid.508749.7	9
grid.431198.6	2
grid.422027.1	10
grid.493233.c	6
grid.411148.9	241
grid.428205.9	97
grid.274249.e	71
grid.443245.0	299
grid.440603.5	383
grid.38142.3c	103665
grid.456391.c	43
grid.425419.f	6
grid.470044.3	2
grid.472973.c	2
grid.495130.a	1
grid.445340.2	2
grid.494577.c	39
grid.452874.8	288
grid.423379.8	73
grid.511561.7	144
grid.427327.7	10
grid.432369.9	9
grid.414841.c	123
grid.414029.a	112
grid.428068.0	146
grid.423969.3	440
grid.411997.3	1579
grid.463419.d	757
grid.438820.5	1
grid.510110.4	10
grid.503193.d	2
grid.504946.a	1
grid.444124.3	43
grid.422227.3	9
grid.477764.1	9
grid.505980.1	7
grid.476675.1	8
grid.438032.e	5
grid.435143.4	6
grid.475856.d	105
grid.460993.1	179
grid.459557.f	34
grid.419785.6	35
grid.433638.9	14
grid.467415.5	114
grid.440862.c	925
grid.1957.a	20029
grid.456061.0	43
grid.418611.b	91
grid.431271.2	11
grid.473141.4	1
grid.450816.e	3
grid.414121.3	10
grid.477008.c	7
grid.469062.f	1
grid.435322.1	8
grid.433941.8	2
grid.417254.1	5
grid.493963.2	2
grid.455483.b	1
grid.506230.2	9
grid.432222.7	2
grid.416363.5	22
grid.474365.7	19
grid.464089.7	13
grid.509123.c	12
grid.423462.5	44
grid.476942.a	17
grid.459312.8	30
grid.113596.9	125
grid.440897.6	446
grid.421431.1	70
grid.490511.8	16
grid.454272.2	262
grid.466853.a	70
grid.485191.0	3
grid.489560.6	1
grid.477220.4	12
grid.469238.2	7
grid.422842.a	3
grid.420799.1	9
grid.453097.c	2
grid.507787.a	3
grid.511069.a	4
grid.442644.4	9
grid.421588.2	5
grid.467202.5	7
grid.463750.3	5
grid.427127.5	1
grid.469598.f	80
grid.452585.b	99
grid.454291.f	258
grid.463921.b	105
grid.494523.d	38
grid.434307.7	7
grid.449487.2	155
grid.470048.f	47
grid.473722.7	245
grid.420326.1	1054
grid.487529.5	15
grid.412485.e	1900
grid.454803.e	1
grid.421877.f	14
grid.490496.6	6
grid.417147.0	2
grid.442196.c	4
grid.455865.f	1
grid.468740.9	1
grid.414643.0	128
grid.461183.9	206
grid.477499.0	6
grid.476552.7	33
grid.450129.b	2
grid.505669.9	74
grid.416518.f	238
grid.499301.6	56
grid.411390.e	732
grid.413571.5	1661
grid.467772.7	6
grid.500506.6	147
grid.476065.6	1
grid.464903.c	5
grid.468457.c	5
grid.447205.0	2
grid.487564.c	3
grid.448783.4	1
grid.439213.e	33
grid.468319.1	8
grid.450784.a	15
grid.432085.8	14
grid.493345.c	4
grid.487521.d	1
grid.484684.2	5
grid.477538.a	23
grid.415376.2	131
grid.511220.5	83
grid.416388.0	71
grid.483753.e	36
grid.462200.2	350
grid.469622.d	76
grid.412588.2	1960
grid.482836.3	90
grid.495923.0	43
grid.468213.a	22
grid.417218.9	29
grid.451476.5	6
grid.486765.e	1
grid.475327.0	4
grid.446824.8	1
grid.450934.f	1
grid.472876.8	101
grid.414039.b	167
grid.477092.f	5
grid.441089.0	14
grid.512955.f	3
grid.475895.2	13
grid.445465.2	148
grid.433521.2	30
grid.490179.2	34
grid.454173.0	34
grid.496555.e	33
grid.444466.0	55
grid.423058.8	2
grid.424012.1	2
grid.497584.3	3
grid.461000.3	2
grid.416574.5	41
grid.491951.1	4
grid.412936.b	16
grid.505241.7	1
grid.504568.a	11
grid.501374.4	3
grid.496397.6	41
grid.445574.3	144
grid.36193.3e	426
grid.448342.d	449
grid.477374.4	43
grid.424653.2	181
grid.506315.4	17
grid.492137.a	3
grid.446459.e	1
grid.475238.f	9
grid.507974.8	20
grid.268160.b	16
grid.424374.2	22
grid.462234.5	2
grid.499146.7	3
grid.455207.1	11
grid.472463.0	21
grid.414002.3	113
grid.490330.d	19
grid.449321.9	82
grid.420459.e	8
grid.472717.0	1512
grid.440705.2	433
grid.296952.3	275
grid.434949.7	573
grid.424774.6	66
grid.461193.8	5
grid.506639.f	1
grid.481875.7	2
grid.503148.b	7
grid.483197.0	3
grid.437635.0	6
grid.441505.1	3
grid.483488.b	1
grid.461150.7	1
grid.461628.f	281
grid.416671.3	119
grid.500209.e	35
grid.477189.4	272
grid.474373.0	215
grid.445333.6	188
grid.479331.b	3
grid.501603.1	3
grid.436363.7	7
grid.476063.0	7
grid.446450.7	3
grid.466226.2	2
grid.430207.2	1
grid.422131.7	6
grid.492109.7	28
grid.459839.a	67
grid.443569.9	66
grid.474288.5	13
grid.417101.2	5
grid.418412.a	794
grid.442185.e	98
grid.427738.d	238
grid.503421.1	59
grid.452924.c	96
grid.419165.e	269
grid.435395.d	1
grid.449445.c	115
grid.416953.c	41
grid.502117.0	6
grid.460635.2	27
grid.476427.4	40
grid.503807.9	4
grid.435137.7	50
grid.262103.4	494
grid.10988.38	772
grid.8399.b	6775
grid.430766.0	98
grid.416106.4	37
grid.425264.3	20
grid.444851.8	2
grid.448393.1	1
grid.424480.e	1
grid.465867.e	5
grid.455995.1	12
grid.470949.7	58
grid.424057.0	3
grid.453151.7	5
grid.425619.d	11
grid.491825.3	60
grid.443095.f	3
grid.410920.e	67
grid.449498.c	90
grid.511178.b	38
grid.434747.7	76
grid.490256.c	2
grid.452055.3	104
grid.464941.a	491
grid.442209.9	74
grid.492224.b	5
grid.487829.8	31
grid.441948.4	1
grid.503178.8	4
grid.421741.5	1
grid.472723.7	6
grid.505189.0	2
grid.470842.d	1
grid.435132.2	9
grid.470608.d	3
grid.501523.0	1
grid.424294.d	30
grid.451741.2	8
grid.480183.6	2
grid.438694.4	13
grid.474643.6	1
grid.434899.b	5
grid.415031.2	131
grid.443657.7	187
grid.461576.7	196
grid.483343.b	168
grid.416052.4	603
grid.412145.7	603
grid.469646.f	5
grid.430701.1	1
grid.457553.5	1
grid.509572.c	6
grid.450189.1	6
grid.465007.0	19
grid.425019.b	2
grid.508350.b	14
grid.456291.d	3
grid.468693.6	64
grid.496728.6	16
grid.458508.4	12
grid.431788.1	18
grid.465398.5	4
grid.443168.c	33
grid.423342.0	15
grid.410643.4	469
grid.412477.3	103
grid.412904.a	238
grid.419835.2	353
grid.419808.c	143
grid.447625.6	5
grid.470768.a	15
grid.506815.f	9
grid.489988.c	9
grid.451392.8	3
grid.510456.3	32
grid.464312.6	39
grid.436460.3	5
grid.482350.8	20
grid.462904.d	3
grid.500012.6	22
grid.442402.4	765
grid.441684.b	236
grid.439126.b	13
grid.463192.b	16
grid.444209.f	10
grid.440520.7	133
grid.416011.3	253
grid.410894.0	15
grid.416147.1	30
grid.8654.f	498
grid.450607.0	64
grid.477976.c	185
grid.268170.a	725
grid.417678.b	1099
grid.10733.36	226
grid.493767.8	12
grid.476690.a	6
grid.447973.a	1
grid.452806.d	68
grid.508778.5	22
grid.487767.d	4
grid.494812.2	12
grid.451682.c	17
grid.433588.1	5
grid.448471.a	94
grid.452896.4	13
grid.507398.0	27
grid.460424.0	31
grid.509467.9	6
grid.419863.1	10
grid.454219.f	61
grid.78989.37	998
grid.425540.2	1107
grid.502037.3	127
grid.462907.e	67
grid.420984.3	26
grid.430853.9	1
grid.473877.8	1
grid.479514.a	1
grid.434226.5	7
grid.476563.5	22
grid.460554.6	1
grid.482364.f	9
grid.447955.e	4
grid.502247.6	2
grid.4280.e	35539
grid.508016.a	27
grid.418484.5	595
grid.495316.c	121
grid.510832.d	5
grid.439313.f	69
grid.414349.f	1
grid.444759.f	3
grid.492920.4	28
grid.470306.6	16
grid.506976.b	16
grid.421953.8	6
grid.505988.9	6
grid.508001.c	3
grid.429734.f	265
grid.425300.0	113
grid.436735.0	4
grid.470568.8	8
grid.449563.9	18
grid.488528.b	6
grid.489006.3	74
grid.426077.0	56
grid.449177.8	82
grid.50125.33	48
grid.425931.8	103
grid.425105.7	20
grid.421177.6	2
grid.503088.6	16
grid.459545.c	19
grid.457110.6	3
grid.416469.8	3
grid.458833.1	1
grid.489549.d	1
grid.452701.5	147
grid.505540.1	91
grid.411247.5	8130
grid.430236.0	743
grid.239102.b	32
grid.490154.d	42
grid.459395.7	6
grid.451360.5	2
grid.479017.c	5
grid.476343.1	2
grid.470362.4	4
grid.473490.d	8
grid.510265.5	18
grid.483558.7	2
grid.489002.7	6
grid.483148.2	1
grid.465509.b	3
grid.431752.6	20
grid.478018.2	7
grid.495409.5	7
grid.491256.d	10
grid.418616.c	2
grid.413631.2	466
grid.415033.0	74
grid.421209.c	19
grid.412687.e	5811
grid.411281.f	1732
grid.410789.3	393
grid.428991.f	8
grid.498229.c	7
grid.478968.c	7
grid.421038.c	4
grid.496939.8	4
grid.508905.1	3
grid.414433.5	184
grid.508735.c	67
grid.490981.d	18
grid.498611.3	2
grid.431429.9	7
grid.473373.7	5
grid.464750.4	15
grid.448820.2	12
grid.444523.0	379
grid.495418.5	64
grid.448759.3	430
grid.13349.3c	1198
grid.489659.f	1
grid.492613.b	1
grid.500429.a	1
grid.469906.4	5
grid.460605.1	2
grid.448214.f	3
grid.492208.5	1
grid.454074.6	4
grid.495025.f	12
grid.509265.d	7
grid.480478.7	3
grid.505160.7	1
grid.461937.e	8
grid.427933.8	18
grid.77602.34	7338
grid.418788.a	1587
grid.499254.7	162
grid.510020.6	10
grid.451442.2	2
grid.481819.d	15
grid.414540.0	260
grid.436916.f	75
grid.417243.7	294
grid.418832.4	450
grid.452368.e	10
grid.415809.1	342
grid.418608.3	79
grid.492761.f	7
grid.433677.2	3
grid.422113.7	1
grid.472368.c	7
grid.476700.2	1
grid.453130.0	4
grid.459690.7	35
grid.443906.c	8
grid.507702.7	18
grid.476113.6	20
grid.417113.1	12
grid.470082.9	17
grid.489869.2	16
grid.262627.5	161
grid.432358.b	50
grid.416554.7	57
grid.431365.6	113
grid.410609.a	265
grid.448834.7	1573
grid.412001.6	2822
grid.415529.e	256
grid.464365.6	125
grid.437176.0	65
grid.495943.6	1
grid.497150.e	4
grid.482703.a	1
grid.454795.e	4
grid.497283.3	23
